Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Staphylococcus aureus infection_Homo sapiens_hsa05150	6/56	0.000000000009645099396819692720760459103451940621187787883172859437763690948486328125	0.000000000031565779844137175589547999286703741129989086999785286025144159793853759765625	0.0000000006046037891955772863036979464386976024226072468081838451325893402099609375	0.0000000019787033100946164981593194107968580741641062559210695326328277587890625	-1.4252329121077758	36.150421624569084	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	7/142	0.00000000003676951594037657379060473479177070625645296075845180894248187541961669921875	0.0000000001018232749118120524854741995989123280741406318838926381431519985198974609375	0.000000002592990144878030855615606763641366183659187072407803498208522796630859375	0.0000000069275169472424759057555617054735552784450192120857536792755126953125	-1.43691627944785	34.523856303318404	HLA-DRB5;HLA-B;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Leishmaniasis_Homo sapiens_hsa05140	6/73	0.00000000005009093576050093245486655737263898165168019005477617611177265644073486328125	0.0000000001288052633841452401128602090827203301148795588915163534693419933319091796875	0.000000002694034368372074101212820533188772864630067260804935358464717864990234375	0.0000000069275169472424759057555617054735552784450192120857536792755126953125	-1.4456271260049203	34.28620027413033	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Asthma_Homo sapiens_hsa05310	6/31	0.00000000000022179345998999839496040918358635934983760958083554015729532693512737751007080078125	0.00000000000088717383995999368081583260263494849205169467953879802735173143446445465087890625	0.000000000023360864650947920446113988887716400762173396543630587984807789325714111328125	0.0000000000934434586037916817844559555508656030486935861745223519392311573028564453125	-1.1416752828613517	33.26502674607287	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Toxoplasmosis_Homo sapiens_hsa05145	6/118	0.0000000009455195833887685616492187935951639621290354398297495208680629730224609375	0.00000000212741906262472931540953057015334859425337299398961476981639862060546875	0.00000004162893787967501442462010786092763137133943018852733075618743896484375	0.000000093665110229268777492311567368921121357061565504409372806549072265625	-1.5131251079696115	31.441660152812876	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Rheumatoid arthritis_Homo sapiens_hsa05323	6/90	0.000000000181474462520342564022015466304918983320160208450033678673207759857177734375	0.000000000435538710048822184672110089870343367646210452903687837533652782440185546875	0.0000000088541789665899105833093808508825472980419135637930594384670257568359375	0.00000002125002951981578275296455387242955392679277792922221124172210693359375	-1.3738330758662871	30.814946991092384	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
HTLV-I infection_Homo sapiens_hsa05166	7/258	0.000000002419565590136018426939756918551960307439685493591241538524627685546875	0.00000000483913118027203685387951383710392061487937098718248307704925537109375	0.0000001422470038809158805799700252270323375114458031021058559417724609375	0.000000284494007761831761159940050454064675022891606204211711883544921875	-1.5183397037192787	30.12337054477431	HLA-DRB5;HLA-B;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Influenza A_Homo sapiens_hsa05164	6/175	0.0000000101673638422383909336521525153262945906362801906652748584747314453125	0.00000001926447885897800422257486268294568443337766439071856439113616943359375	0.0000003984691906764077095029117324409551059716250165365636348724365234375	0.000000754994256018456735032699789211818597323144786059856414794921875	-1.503297783485434	27.666816985111108	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Systemic lupus erythematosus_Homo sapiens_hsa05322	6/135	0.00000000213506289268402502066492541776820957011295831762254238128662109375	0.00000000452130965509558215341377954555983353923664935791748575866222381591796875	0.0000000900106822524298694396973469743217233229870544164441525936126708984375	0.00000019061085653455737680636605281547790724516744376160204410552978515625	-1.3474866733001316	26.90226115041081	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Epstein-Barr virus infection_Homo sapiens_hsa05169	6/202	0.000000023965602093058493743863744738879784090812563590588979423046112060546875	0.00000004108388930238598454844863353506434489048615432693623006343841552734375	0.0000009062130401011508507244933581514789722177738440223038196563720703125	0.000001553508068744830241571653998977620148025380331091582775115966796875	-1.4540258954316876	25.513278070264324	HLA-DRB5;HLA-B;HLA-DRA;HLA-DQA1;HLA-DRB1;HLA-DQB1
Tuberculosis_Homo sapiens_hsa05152	6/178	0.0000000112566857248660205370291667484154707334909062410588376224040985107421875	0.00000002026203430475883862101372525320319706310101537383161485195159912109375	0.00000043923134098416428591952847225454714674697243026457726955413818359375	0.0000007906164137714957464188867720944475792066441499628126621246337890625	-1.3414155585301917	24.550994803514406	HLA-DRB5;HLA-DRA;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DQB1
Hematopoietic cell lineage_Homo sapiens_hsa04640	3/88	0.00007579500915330149106961810101523724370053969323635101318359375	0.000124028196796311545625768335554539589793421328067779541015625	0.000547936619959385647071758995707568828947842121124267578125	0.0008966235599335401103282539025940423016436398029327392578125	-1.1729678020539307	11.128506345473253	HLA-DRB5;HLA-DRA;HLA-DRB1
ABC transporters_Homo sapiens_hsa02010	2/44	0.000789852365205017553119459794430667898268438875675201416015625	0.00113738740589522531986010900340033913380466401576995849609375	0.0031269626227143402195929322573419995023868978023529052734375	0.004502826176708650020297231009180904948152601718902587890625	-0.6153110446130725	4.3955756716778875	TAP2;TAP1
Primary immunodeficiency_Homo sapiens_hsa05340	2/37	0.000558277556802760075750635682112488211714662611484527587890625	0.000873825741082580992845352252373913870542310178279876708984375	0.0022551440701021464689535189762636946397833526134490966796875	0.0035297907184207509383166989636038124444894492626190185546875	-0.5343926632355637	4.002950703761005	TAP2;TAP1
Proteasome_Homo sapiens_hsa03050	2/44	0.000789852365205017553119459794430667898268438875675201416015625	0.00113738740589522531986010900340033913380466401576995849609375	0.0031269626227143402195929322573419995023868978023529052734375	0.004502826176708650020297231009180904948152601718902587890625	-0.4969408564131881	3.5499787592569025	PSMB8;PSMB9
Lysosome_Homo sapiens_hsa04142	1/123	0.1106493901222282139062969008591608144342899322509765625	0.1373578636000074293388450996644678525626659393310546875	0.2068809225119510042389947557239793241024017333984375	0.25681769691138744970970719805336557328701019287109375	-1.0712027558889796	2.3581336682253147	PPT2
Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	1/135	0.12080005825364385774189912581277894787490367889404296875	0.1449600699043726292902789509753347374498844146728515625	0.22464422652745719144462555050267837941646575927734375	0.26957307183294865193801115310634486377239227294921875	-1.109722238474271	2.3455294655843266	HLA-B
ECM-receptor interaction_Homo sapiens_hsa04512	1/82	0.0751237682469065026769072801471338607370853424072265625	0.09658770203173693003062538764424971304833889007568359375	0.1433159701007146458184848825112567283213138580322265625	0.184263390129490278734891717249411158263683319091796875	-0.8922083378891618	2.309586815088424	TNXB
Viral carcinogenesis_Homo sapiens_hsa05203	1/205	0.177859165375083561055902237058035098016262054443359375	0.20009156104696901312678392059751786291599273681640625	0.32115253664355225549087435865658335387706756591796875	0.36129660372399630130502146130311302840709686279296875	-1.1937593523141614	2.0613397760745507	HLA-B
Focal adhesion_Homo sapiens_hsa04510	1/202	0.1754874867060414456165773344764602370560169219970703125	0.20009156104696901312678392059751786291599273681640625	0.3172551441833422192217994961538352072238922119140625	0.36129660372399630130502146130311302840709686279296875	-1.167642139778585	2.0319163021660214	TNXB
Fatty acid metabolism_Homo sapiens_hsa01212	1/48	0.0446479711089212416563754004528163932263851165771484375	0.059530628145228324521465168572831316851079463958740234375	0.08707176359479441851707548494232469238340854644775390625	0.11609568479305922006350471065161400474607944488525390625	-0.641873929088285	1.99555164916883	PPT2
Endocytosis_Homo sapiens_hsa04144	1/259	0.2194600131548158639116508084043744020164012908935546875	0.239410923441617295992500658030621707439422607421875	0.387886880072015938214491370672476477921009063720703125	0.423149323714926473005704110619262792170047760009765625	-1.1762564783297975	1.7838932081700114	HLA-B
MicroRNAs in cancer_Homo sapiens_hsa05206	1/297	0.2475305635277141591554794786134152673184871673583984375	0.26209118491169736131496392772532999515533447265625	0.43115877039627992228787434214609675109386444091796875	0.45652105100782580660023768359678797423839569091796875	-1.1114437473215724	1.5518213399526393	TNXB
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	1/341	0.278838282092377209853140129780513234436511993408203125	0.286805090152159436467371733670006506145000457763671875	0.47772741297008958216707696919911541044712066650390625	0.491376767626377886077904122430481947958469390869140625	-1.1855314349556945	1.5140698176238656	TNXB
Metabolic pathways_Homo sapiens_hsa01100	1/1239	0.70348382705817036342210712973610498011112213134765625	0.70348382705817036342210712973610498011112213134765625	0.92017090577224147640578166829072870314121246337890625	0.920170905772241365383479205775074660778045654296875	-1.142436929148907	0.4018069401271542	PPT2
Fatty acid elongation_Homo sapiens_hsa00062	1/25	0.0234951516160244178177407547991606406867504119873046875	0.032531748391418424670717968183453194797039031982421875	0.047112287345454008369305398673532181419432163238525390625	0.06523239786293631714553242773035890422761440277099609375	0.21424639339513682	-0.8036299074359543	PPT2
