Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
HTLV-I infection_Homo sapiens_hsa05166	6/258	0.00018995828502262954834943486925880051785497926175594329833984375	0.000960965441879184649638656612324894012999720871448516845703125	0.0003219887839867532236017011459949799245805479586124420166015625	0.0016288844366388693062075443407366037718020379543304443359375	-1.5433196697189897	13.224252610175368	LTA;HLA-B;HLA-DRA;HLA-C;TNF;HLA-DQA2
Phagosome_Homo sapiens_hsa04145	5/154	0.0001443849859075661498132581161968346350477077066898345947265625	0.000776069299253168034917471640454778025741688907146453857421875	0.000247860714433788091592969493603959563188254833221435546875	0.00133556850569384040310072503388028053450398147106170654296875	-1.3465021076766124	11.907154914685721	ATP6V1G2;HLA-B;HLA-DRA;HLA-C;HLA-DQA2
NF-kappa B signaling pathway_Homo sapiens_hsa04064	4/93	0.00023877747130347730494977220860874922436778433620929718017578125	0.0011408256962277250369519610018187449895776808261871337890625	0.0004021018465176897445541304154659201230970211327075958251953125	0.0019211532666956287855597462765899763326160609722137451171875	-1.2839903653504097	10.70845206969751	CSNK2B;LTA;LTB;TNF
Spliceosome_Homo sapiens_hsa03040	4/134	0.000950685656465904472579853123903603773214854300022125244140625	0.004113762470382554929659857378965170937590301036834716796875	0.00151443033921284660008044209433819560217671096324920654296875	0.00654063252788231012935238339878196711651980876922607421875	-1.352924392614949	9.414090451926182	HSPA1L;HSPA1B;HSPA1A;LSM2
Measles_Homo sapiens_hsa05162	4/136	0.0010045233939306240193711783348362587275914847850799560546875	0.004113762470382554929659857378965170937590301036834716796875	0.00159713119866893645155958569858967166510410606861114501953125	0.00654063252788231012935238339878196711651980876922607421875	-1.3535840521302578	9.344118394048653	HSPA1L;CSNK2B;HSPA1B;HSPA1A
Endocytosis_Homo sapiens_hsa04144	5/259	0.00153687046694269227077589423657855149940587580204010009765625	0.005286834406282861324732902374989862437359988689422607421875	0.0024636792906485897002022422697109504952095448970794677734375	0.00847505675983114929727957331806464935652911663055419921875	-1.372567970538275	8.891505050867634	HSPA1L;HLA-B;HLA-C;HSPA1B;HSPA1A
Systemic lupus erythematosus_Homo sapiens_hsa05322	4/135	0.000977343455257811792591393640350361238233745098114013671875	0.004113762470382554929659857378965170937590301036834716796875	0.0015553957216438885242937306685462317545898258686065673828125	0.00654063252788231012935238339878196711651980876922607421875	-1.2725489606190368	8.819619993374545	HLA-DRA;TNF;HLA-DQA2;C2
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	4/142	0.0011788811177005620832447529977571321069262921810150146484375	0.004430814471751928253218100195454098866321146488189697265625	0.00186415009525404203223619692408874470856972038745880126953125	0.006861065444944820963801834778905686107464134693145751953125	-1.220257991990225	8.22843087360089	HLA-B;HLA-DRA;HLA-C;HLA-DQA2
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	3/64	0.00118498526570109713636214099352628181804902851581573486328125	0.004430814471751928253218100195454098866321146488189697265625	0.00183472734470995456346198437813654891215264797210693359375	0.006861065444944820963801834778905686107464134693145751953125	-1.1831484776068746	7.972083948039599	HSPA1L;HSPA1B;HSPA1A
Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321	3/65	0.00123945533996039185253845715806164662353694438934326171875	0.004441381634858070949489761147788158268667757511138916015625	0.00191471593812413630984747836549786370596848428249359130859375	0.006861065444944820963801834778905686107464134693145751953125	-1.0803805986695965	7.231077275429653	HLA-DRA;TNF;HLA-DQA2
Asthma_Homo sapiens_hsa05310	3/31	0.000137998229129620620693474908335929285385645925998687744140625	0.000776069299253168034917471640454778025741688907146453857421875	0.000248477861524435436439695035204522355343215167522430419921875	0.00133556850569384040310072503388028053450398147106170654296875	-0.7790353174343012	6.924276011297183	HLA-DRA;TNF;HLA-DQA2
Leishmaniasis_Homo sapiens_hsa05140	3/73	0.00173254805450068888848791370804747202782891690731048583984375	0.00573073587257920229187657668035171809606254100799560546875	0.0026338056038694838446867496628556182258762419223785400390625	0.008711818535875985591854231415709364227950572967529296875	-1.047445902646478	6.6598308297414714	HLA-DRA;TNF;HLA-DQA2
Estrogen signaling pathway_Homo sapiens_hsa04915	3/99	0.004115070520077187231355875240979003137908875942230224609375	0.01310726165654215076561417419043209520168602466583251953125	0.0060367717653188636417471713002669275738298892974853515625	0.019228235993237863254989861161448061466217041015625	-1.191711750822648	6.546190993396384	HSPA1L;HSPA1B;HSPA1A
MAPK signaling pathway_Homo sapiens_hsa04010	4/255	0.00951429858742500710044875944504383369348943233489990234375	0.0292224885185196660286610637058402062393724918365478515625	0.01416043452261155251303836877241337788291275501251220703125	0.042785005380591302481807502999799908138811588287353515625	-1.310374839460961	6.0997418041805895	HSPA1L;TNF;HSPA1B;HSPA1A
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060	4/265	0.01084342259109697358121504606742746545933187007904052734375	0.03108447809447799359272579522439627908170223236083984375	0.016083407691417750395856955947238020598888397216796875	0.046105768715397545121081890329151065088808536529541015625	-1.1785661772950777	5.332065087030166	CNTF;LTA;LTB;TNF
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141	3/169	0.017661059079270659266658327624099911190569400787353515625	0.0489951961553960202433444237613002769649028778076171875	0.0247065216158281024394494096441121655516326427459716796875	0.0685406728697166844899157922554877586662769317626953125	-1.098114290163244	4.4324209603978	HSPA1L;HSPA1B;HSPA1A
Tuberculosis_Homo sapiens_hsa05152	3/178	0.0202350269194041254561255982480361126363277435302734375	0.054381634845898585428614069314789958298206329345703125	0.028193597686097394972026819459642865695059299468994140625	0.0757702937813867494210029462919919751584529876708984375	-1.0490871610537669	4.091796796421267	HLA-DRA;TNF;HLA-DQA2
Viral carcinogenesis_Homo sapiens_hsa05203	3/205	0.0291356826389672744770376056067107128910720348358154296875	0.06960190852642182679499427422342705540359020233154296875	0.0401618804533473705564716738081187941133975982666015625	0.09594226997188538830219073361149639822542667388916015625	-1.0920066062911056	3.861107838585583	GTF2A1L;HLA-B;HLA-C
RNA degradation_Homo sapiens_hsa03018	2/77	0.0260274100101752815794586837228052900172770023345947265625	0.0658340370845610090011490456163301132619380950927734375	0.033993618007412344794726521968186716549098491668701171875	0.08598385731286650734972454301896505057811737060546875	-0.8091258032741524	2.952180504138473	SKIV2L;LSM2
TNF signaling pathway_Homo sapiens_hsa04668	2/110	0.049825642439423147023180860060165286995470523834228515625	0.11276329604711554654983274303958751261234283447265625	0.06370266770585873705723400917122489772737026214599609375	0.144169195334311883716083002582308836281299591064453125	-0.9184497182254697	2.754637832865405	LTA;TNF
Pertussis_Homo sapiens_hsa05133	2/75	0.0247864708987301680942483272929166560061275959014892578125	0.06459504537244832589326648530914098955690860748291015625	0.032428729010115016351267769323385437019169330596923828125	0.08451123317787549715784933823670144192874431610107421875	-0.7071237140422987	2.6145597405698036	TNF;C2
Complement and coagulation cascades_Homo sapiens_hsa04610	2/79	0.0272931787303526234012007734008875559084117412567138671875	0.06706323916600930024056737011051154695451259613037109375	0.0355878351601124076619697689238819293677806854248046875	0.08744439496484764096084774109840509481728076934814453125	-0.7154445105436709	2.5764004421585947	CFB;C2
Hematopoietic cell lineage_Homo sapiens_hsa04640	2/88	0.033286731155607894583337014182689017616212368011474609375	0.0773691589022237613537669176366762258112430572509765625	0.0431119562139523626598247574293054640293121337890625	0.10020616849729467590091047668465762399137020111083984375	-0.7344337672981184	2.4989817111540784	HLA-DRA;TNF
Intestinal immune network for IgA production_Homo sapiens_hsa04672	2/48	0.01065561604295515822637963054830834153108298778533935546875	0.03108447809447799359272579522439627908170223236083984375	0.01442750181438543811973662656100714229978621006011962890625	0.042785005380591302481807502999799908138811588287353515625	-0.5340085477585348	2.4252896387287155	HLA-DRA;HLA-DQA2
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933	1/101	0.280796290856385077905343905513291247189044952392578125	0.35360923925558562785909089143387973308563232421875	0.31638378215458440312346510836505331099033355712890625	0.39811369117267059181131116929464042186737060546875	-0.1740014560010421	0.22100374130915368	TNF
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664	1/68	0.1988700626188324160903420079193892888724803924560546875	0.2974824301326768338782358114258386194705963134765625	0.2263931370390704078676691324290004558861255645751953125	0.338398033133765652191726758246659301221370697021484375	-0.06652238043269845	0.1074405373938244	TNF
Longevity regulating pathway - mammal_Homo sapiens_hsa04211	1/94	0.26413775994882515707473658039816655218601226806640625	0.34947457470152254455086904272320680320262908935546875	0.29817906253309478525892473044223152101039886474609375	0.3945138365822484782796664148918353021144866943359375	-0.06234563815178254	0.08299978133673033	EHMT2
Amoebiasis_Homo sapiens_hsa05146	1/100	0.2784394347629277621791743513313122093677520751953125	0.35360923925558562785909089143387973308563232421875	0.31381119253479228259351430097012780606746673583984375	0.39811369117267059181131116929464042186737060546875	-0.04600715290394485	0.05882266216313954	TNF
Choline metabolism in cancer_Homo sapiens_hsa05231	1/101	0.280796290856385077905343905513291247189044952392578125	0.35360923925558562785909089143387973308563232421875	0.31638378215458440312346510836505331099033355712890625	0.39811369117267059181131116929464042186737060546875	-0.044371192849620295	0.056356997530281144	SLC44A4
Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008	1/89	0.2520067833797223766367778807762078940868377685546875	0.3419153432438815087834882433526217937469482421875	0.284891248131588004088854404471931047737598419189453125	0.3864195211009258112966335829696618020534515380859375	-0.031650866447947366	0.04362436623589969	CSNK2B
TGF-beta signaling pathway_Homo sapiens_hsa04350	1/84	0.23967894944625156572470814353437162935733795166015625	0.332457897618994080435328442035824991762638092041015625	0.271361703026104350566782841269741766154766082763671875	0.376404942907177020305908854425069876015186309814453125	-0.026119674051495206	0.03731077799983252	TNF
Toll-like receptor signaling pathway_Homo sapiens_hsa04620	1/106	0.292467347064059079997377921245060861110687255859375	0.35425622320435323775456026851315982639789581298828125	0.3291082417213588851012673330842517316341400146484375	0.398638151944181229335839589111856184899806976318359375	0.0009359074763427376	-0.0011506067595574506	TNF
mTOR signaling pathway_Homo sapiens_hsa04150	1/60	0.177664404833662581406628078184439800679683685302734375	0.288285638031980762097106207875185646116733551025390625	0.20291975847635657093093186631449498236179351806640625	0.32926602318805031632820146114681847393512725830078125	0.003936062534922833	-0.00680096058089534	TNF
Metabolic pathways_Homo sapiens_hsa01100	2/1239	0.9174761424135724485751097745378501713275909423828125	0.91747614241357233755280731202219612896442413330078125	0.95796322526485955251018822309561073780059814453125	0.95796322526485955251018822309561073780059814453125	0.09920738032713594	-0.008544602917278267	GMPPB;ATP6V1G2
Dilated cardiomyopathy_Homo sapiens_hsa05414	1/90	0.254448627530330429014071569326915778219699859619140625	0.3419153432438815087834882433526217937469482421875	0.287568015703014545625393338923458941280841827392578125	0.3864195211009258112966335829696618020534515380859375	0.009642598014868524	-0.013197402712626866	TNF
Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142	1/104	0.28782147381268596841863427471253089606761932373046875	0.35360923925558562785909089143387973308563232421875	0.324046027698685346063456336196395568549633026123046875	0.39811369117267059181131116929464042186737060546875	0.01606401701301306	-0.020006365718535868	TNF
Insulin resistance_Homo sapiens_hsa04931	1/109	0.2993802585227214319019140020827762782573699951171875	0.3575930865688061732754476906848140060901641845703125	0.3366332729900027853631172547466121613979339599609375	0.402089742738058919524490875119226984679698944091796875	0.020523415244528453	-0.02475207503133018	TNF
T cell receptor signaling pathway_Homo sapiens_hsa04660	1/104	0.28782147381268596841863427471253089606761932373046875	0.35360923925558562785909089143387973308563232421875	0.324046027698685346063456336196395568549633026123046875	0.39811369117267059181131116929464042186737060546875	0.02792481635793949	-0.03477798163605793	TNF
Apoptosis_Homo sapiens_hsa04210	1/140	0.367031542672216881673108446193509735167026519775390625	0.39900577671403369972580321700661443173885345458984375	0.40978777667145738217158168481546454131603240966796875	0.44529822564054111211362396716140210628509521484375	0.04359800257753004	-0.04369860441413286	TNF
Osteoclast differentiation_Homo sapiens_hsa04380	1/132	0.350215438309110005388191666497732512652873992919921875	0.39352401429930317089400659824605099856853485107421875	0.391689018241409836473820860192063264548778533935546875	0.440029843126289232912995430524460971355438232421875	0.051123520654756484	-0.053639144275688784	TNF
Lysosome_Homo sapiens_hsa04142	1/123	0.33077117948500045496729171645711176097393035888671875	0.38440974913121672695837105493410490453243255615234375	0.370690041400516478997673175399540923535823822021484375	0.430801940006005634753449839990935288369655609130859375	0.059280656265592466	-0.06558387616489154	NEU1
Sphingolipid signaling pathway_Homo sapiens_hsa04071	1/120	0.32416331668079167993568034944473765790462493896484375	0.38189103061024776142318160054855979979038238525390625	0.363536775541621060003905085977748967707157135009765625	0.428276201323005645260622031855746172368526458740234375	0.07238852300584295	-0.08154623770455657	TNF
Hepatitis C_Homo sapiens_hsa05160	1/133	0.352341268616817970826815553664346225559711456298828125	0.39352401429930317089400659824605099856853485107421875	0.393980208380514784760606517011183314025402069091796875	0.440029843126289232912995430524460971355438232421875	0.08643372436484845	-0.09016377692085621	TNF
Hepatitis B_Homo sapiens_hsa05161	1/146	0.37936171430095388945602508101728744804859161376953125	0.40277910407261774405895948802935890853404998779296875	0.423020880500419138581236211393843404948711395263671875	0.449133280531309242444848450759309343993663787841796875	0.10275109849573881	-0.09959305763703787	TNF
Proteoglycans in cancer_Homo sapiens_hsa05205	1/203	0.485309637005237437534788114135153591632843017578125	0.491019162146475507402243465548963285982608795166015625	0.535300473422598344086509314365684986114501953125	0.54159812605109947103443346350104548037052154541015625	0.16084765689860178	-0.11628773534246802	TNF
Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932	1/151	0.38945595616164407903880828598630614578723907470703125	0.40845380768172423469053455846733413636684417724609375	0.433830098358730376073566503691836260259151458740234375	0.454992542181107462173628164237015880644321441650390625	0.12932545867969902	-0.121954489235132	TNF
Wnt signaling pathway_Homo sapiens_hsa04310	1/142	0.371168164385147658634878098382614552974700927734375	0.39900577671403369972580321700661443173885345458984375	0.41423090757259639627108072090777568519115447998046875	0.44529822564054111211362396716140210628509521484375	0.12664958202508408	-0.12552240654518998	CSNK2B
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	1/68	0.1988700626188324160903420079193892888724803924560546875	0.2974824301326768338782358114258386194705963134765625	0.2263931370390704078676691324290004558861255645751953125	0.338398033133765652191726758246659301221370697021484375	0.08188893732117233	-0.13225911903885043	ATP6V1G2
Tight junction_Homo sapiens_hsa04530	1/139	0.364953196032118010183609158048056997358798980712890625	0.39900577671403369972580321700661443173885345458984375	0.40755407684596500761387005695723928511142730712890625	0.44529822564054111211362396716140210628509521484375	0.1362296633475136	-0.1373176157358266	CSNK2B
Jak-STAT signaling pathway_Homo sapiens_hsa04630	1/158	0.40331682738955720868290200087358243763446807861328125	0.417894544042191784516404595706262625753879547119140625	0.448636406931048503654579917565570212900638580322265625	0.464852180675544179866420790858683176338672637939453125	0.15386003648012578	-0.13970996799918994	CNTF
Oxidative phosphorylation_Homo sapiens_hsa00190	1/133	0.352341268616817970826815553664346225559711456298828125	0.39352401429930317089400659824605099856853485107421875	0.393980208380514784760606517011183314025402069091796875	0.440029843126289232912995430524460971355438232421875	0.14033010989066513	-0.14638606419471686	ATP6V1G2
Adipocytokine signaling pathway_Homo sapiens_hsa04920	1/70	0.204086783463115484238414865103550255298614501953125	0.2974824301326768338782358114258386194705963134765625	0.23215679017316481758115287448163144290447235107421875	0.338398033133765652191726758246659301221370697021484375	0.09559571362655622	-0.15192166084673484	TNF
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	1/83	0.2371894839970563328979125117257353849709033966064453125	0.332457897618994080435328442035824991762638092041015625	0.26862641632009565118011096274130977690219879150390625	0.376404942907177020305908854425069876015186309814453125	0.11396851606564067	-0.16398883582387147	TNF
Adherens junction_Homo sapiens_hsa04520	1/74	0.214420084859517967590392117926967330276966094970703125	0.307335454965309062824729835483594797551631927490234375	0.243560475924588015761429460326326079666614532470703125	0.349103348825242798536550026256009005010128021240234375	0.11310678670966677	-0.1741638858677596	CSNK2B
Aminoacyl-tRNA biosynthesis_Homo sapiens_hsa00970	1/66	0.1936196787974593380710075507522560656070709228515625	0.2974824301326768338782358114258386194705963134765625	0.220587896255347859497675244710990227758884429931640625	0.338398033133765652191726758246659301221370697021484375	0.12103750399250446	-0.198726571262513	VARS
Alzheimer's disease_Homo sapiens_hsa05010	1/168	0.42258211128069689266339992173016071319580078125	0.432643590120713461555368439803714863955974578857421875	0.469144009183223575920607117950567044317722320556640625	0.4803141046399670432975881340098567306995391845703125	0.23568996761505556	-0.20301662208055138	TNF
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622	1/70	0.204086783463115484238414865103550255298614501953125	0.2974824301326768338782358114258386194705963134765625	0.23215679017316481758115287448163144290447235107421875	0.338398033133765652191726758246659301221370697021484375	0.23073606102223854	-0.3666880477996054	TNF
NOD-like receptor signaling pathway_Homo sapiens_hsa04621	1/57	0.16957060832521275717255093695712275803089141845703125	0.280443698384005679624664253424271009862422943115234375	0.193941898731846862347083515487611293792724609375	0.32075006328728516979964524580282159149646759033203125	0.21831891810767345	-0.38740383546931545	TNF
Malaria_Homo sapiens_hsa05144	1/49	0.1476017036743501875672990308885346166789531707763671875	0.262900819445472666568974773326772265136241912841796875	0.1695230408064038185589339491343707777559757232666015625	0.301442348352117195364741064622648991644382476806640625	0.22606474514929153	-0.4325156211769196	TNF
Type II diabetes mellitus_Homo sapiens_hsa04930	1/48	0.1448156681221804686909848669529310427606105804443359375	0.262900819445472666568974773326772265136241912841796875	0.1664211300263408188637725970693281851708889007568359375	0.301442348352117195364741064622648991644382476806640625	0.23209120466737412	-0.4484683493070043	TNF
Vibrio cholerae infection_Homo sapiens_hsa05110	1/51	0.1531469914018913358599860430331318639218807220458984375	0.262900819445472666568974773326772265136241912841796875	0.1756935991459657453450660113958292640745639801025390625	0.301442348352117195364741064622648991644382476806640625	0.24536764954540896	-0.4603973290471917	ATP6V1G2
Lysine degradation_Homo sapiens_hsa00310	1/52	0.1559062999037105490263144247364834882318973541259765625	0.262900819445472666568974773326772265136241912841796875	0.1787623228599764801938221125965355895459651947021484375	0.301442348352117195364741064622648991644382476806640625	0.27744466678807767	-0.5156309392590902	EHMT2
Basal transcription factors_Homo sapiens_hsa03022	1/45	0.1364036546125457771694300390663556754589080810546875	0.262900819445472666568974773326772265136241912841796875	0.157048411668089749060328585983370430767536163330078125	0.301442348352117195364741064622648991644382476806640625	0.25941645404308383	-0.5167930492114039	GTF2A1L
Amino sugar and nucleotide sugar metabolism_Homo sapiens_hsa00520	1/48	0.1448156681221804686909848669529310427606105804443359375	0.262900819445472666568974773326772265136241912841796875	0.1664211300263408188637725970693281851708889007568359375	0.301442348352117195364741064622648991644382476806640625	0.27154078857779795	-0.5246965278048125	GMPPB
Synaptic vesicle cycle_Homo sapiens_hsa04721	1/63	0.1856805169607850525270720254411571659147739410400390625	0.295713415900509535294560237161931581795215606689453125	0.2118014277130862155207324803996016271412372589111328125	0.337313384876396560319022910334751941263675689697265625	0.3164027200985631	-0.5327360345857199	ATP6V1G2
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	1/51	0.1531469914018913358599860430331318639218807220458984375	0.262900819445472666568974773326772265136241912841796875	0.1756935991459657453450660113958292640745639801025390625	0.301442348352117195364741064622648991644382476806640625	0.2871004005903493	-0.538702872383809	TNF
Sphingolipid metabolism_Homo sapiens_hsa00600	1/47	0.1420206670240464486010267819438013248145580291748046875	0.262900819445472666568974773326772265136241912841796875	0.1633080805253513678731991376480436883866786956787109375	0.301442348352117195364741064622648991644382476806640625	0.2894762988433365	-0.5649948291169303	NEU1
African trypanosomiasis_Homo sapiens_hsa05143	1/35	0.107770917004743893574669755253125913441181182861328125	0.2155418340094877593937638948773383162915706634521484375	0.12506856363591756231556928469217382371425628662109375	0.2501371272718351246311385693843476474285125732421875	0.5225234851844984	-1.1640503582906263	TNF
Prion diseases_Homo sapiens_hsa05020	1/35	0.107770917004743893574669755253125913441181182861328125	0.2155418340094877593937638948773383162915706634521484375	0.12506856363591756231556928469217382371425628662109375	0.2501371272718351246311385693843476474285125732421875	0.577211744402942	-1.2858819879542043	HSPA1A
Fructose and mannose metabolism_Homo sapiens_hsa00051	1/32	0.09900026457192290241238197268103249371051788330078125	0.207659091541106566314311976384487934410572052001953125	0.11524928021174453418584704422755748964846134185791015625	0.241742392639269054743778042393387295305728912353515625	0.8868865624966479	-2.0510429156473533	GMPPB
Collecting duct acid secretion_Homo sapiens_hsa04966	1/27	0.08419349675365615792710372033980092965066432952880859375	0.1810160180203607416249411699027405120432376861572265625	0.09864789616526815907437963915072032250463962554931640625	0.212092976755326512172672437372966669499874114990234375	1.37101826577201	-3.3927733458599967	ATP6V1G2
Other glycan degradation_Homo sapiens_hsa00511	1/18	0.056935148393546360090500257911116932518780231475830078125	0.1255493015857689076408831851949798874557018280029296875	0.06800766728755976153752982327205245383083820343017578125	0.149965625300772786854253126875846646726131439208984375	2.4916123795889975	-7.1405684176258415	NEU1
