Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Choline metabolism in cancer_Homo sapiens_hsa05231	5/101	0.0083644811343307721995810055659603676758706569671630859375	0.0668282821415256134134352805631351657211780548095703125	0.01039633127432036847903606968657186371274292469024658203125	0.084143449055245789214296792124514468014240264892578125	-1.320666178187013	6.317751323738551	SLC44A5;PLCG1;RAC1;RAF1;HRAS
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	4/64	0.00808298385354164726501746685016769333742558956146240234375	0.0668282821415256134134352805631351657211780548095703125	0.010214903171021243177829518344879033975303173065185546875	0.084143449055245789214296792124514468014240264892578125	-1.2969867851575965	6.248874789967931	HSPA1L;HRAS;HSPA1A;INS
Herpes simplex infection_Homo sapiens_hsa05168	7/185	0.00826224290212551788770145577700532157905399799346923828125	0.0668282821415256134134352805631351657211780548095703125	0.010090115864981298587910174546777852810919284820556640625	0.084143449055245789214296792124514468014240264892578125	-1.3005871867049659	6.237693129870684	EIF2AK1;IRF7;LTA;HLA-B;HLA-C;TNF;JAK1
Glioma_Homo sapiens_hsa05214	4/65	0.0085312700606202905573294259511385462246835231781005859375	0.0668282821415256134134352805631351657211780548095703125	0.01074171690066967436993916606979837524704635143280029296875	0.084143449055245789214296792124514468014240264892578125	-1.241986228810334	5.9168435515010245	CDKN2A;PLCG1;RAF1;HRAS
Proteoglycans in cancer_Homo sapiens_hsa05205	7/203	0.0132976922914453121737921037492924369871616363525390625	0.089111243086259672718796309709432534873485565185546875	0.0159295519463370678636682242768074502237141132354736328125	0.10695556306826316250724318024367676116526126861572265625	-1.3144918409879134	5.678821342849015	SMAD2;IGF2;PLCG1;RAC1;RAF1;TNF;HRAS
Epstein-Barr virus infection_Homo sapiens_hsa05169	7/202	0.01297108615413057434995192096494065481238067150115966796875	0.089111243086259672718796309709432534873485565185546875	0.01555336640757710824078952072113679605536162853240966796875	0.10695556306826316250724318024367676116526126861572265625	-1.3058214304307905	5.673836607418886	HSPA1L;EIF2AK1;HLA-B;HLA-C;PLCG1;JAK1;HSPA1A
MAPK signaling pathway_Homo sapiens_hsa04010	8/255	0.01421987921589250129794645971514910343103110790252685546875	0.089111243086259672718796309709432534873485565185546875	0.016899556223915056241136056769391871057450771331787109375	0.1091807904047899790977993461638106964528560638427734375	-1.2594553412520355	5.356607583303538	FGF5;HSPA1L;DUSP1;RAC1;RAF1;TNF;HRAS;HSPA1A
Hippo signaling pathway_Homo sapiens_hsa04390	6/153	0.01196995147858720236200280595539879868738353252410888671875	0.0865519568451690035626455710371374152600765228271484375	0.01448821752886154425044029636637787916697561740875244140625	0.1047609575163834794153672191896475851535797119140625	-1.1351080482814317	5.0232569998515615	SMAD2;BMP2;CDH1;LIMD1;BMP5;SMAD7
Rap1 signaling pathway_Homo sapiens_hsa04015	7/211	0.016126317921083897777290161457131034694612026214599609375	0.0918711445201143284133848965211655013263225555419921875	0.0191760513214735521525522443653244408778846263885498046875	0.10924538328597054037683022897908813320100307464599609375	-1.1572802878205755	4.776446042807066	FGF5;CDH1;PLCG1;RAC1;RAF1;HRAS;INS
Toxoplasmosis_Homo sapiens_hsa05145	5/118	0.0156312789189643162879317372926379903219640254974365234375	0.09183376364891536469681199150727479718625545501708984375	0.018798930521925737158195346410138881765305995941162109375	0.10924538328597054037683022897908813320100307464599609375	-1.0675986106125945	4.439588872301614	LAMA5;HSPA1L;TNF;JAK1;HSPA1A
Thyroid hormone signaling pathway_Homo sapiens_hsa04919	5/118	0.0156312789189643162879317372926379903219640254974365234375	0.09183376364891536469681199150727479718625545501708984375	0.018798930521925737158195346410138881765305995941162109375	0.10924538328597054037683022897908813320100307464599609375	-1.056583779073549	4.393783901177716	MED24;THRA;PLCG1;RAF1;HRAS
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	9/341	0.0263361817621815437473475896013042074628174304962158203125	0.13405968371830756513674032248673029243946075439453125	0.0305886012112906273407997304047967190854251384735107421875	0.158995099221875602069076194311492145061492919921875	-1.1596047381000418	4.217263908260523	FGF5;LAMA5;EPO;THEM4;RAC1;RAF1;HRAS;JAK1;INS
FoxO signaling pathway_Homo sapiens_hsa04068	5/133	0.0247953045337547146875767367646403727121651172637939453125	0.1331862072098824734123212465419783256947994232177734375	0.0291782936513079009521742790411735768429934978485107421875	0.1567291201841681524964400296084932051599025726318359375	-0.962172975990704	3.557250649629568	SMAD2;CDKN2B;RAF1;HRAS;INS
Hepatitis B_Homo sapiens_hsa05161	5/146	0.03506644534123247447521265485192998312413692474365234375	0.1533137610267838457644984373473562300205230712890625	0.040648279862594970113232051289742230437695980072021484375	0.1777180607946012569353655408121994696557521820068359375	-0.8658291093832102	2.900969590532572	IRF7;RAF1;TNF;HRAS;JAK1
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	5/142	0.031666142422825456492763152027691830880939960479736328125	0.15232495417287028605102250367053784430027008056640625	0.0368657663888649345107495491902227513492107391357421875	0.177711899515554050399401830873102881014347076416015625	-0.8110145601258224	2.8000336334878293	NTNG1;CDH3;CDH1;HLA-B;HLA-C
Endocytosis_Homo sapiens_hsa04144	7/259	0.042388334210313578787054922258903388865292072296142578125	0.1665466403548686302737991127287386916577816009521484375	0.04874122318406710896443456704218988306820392608642578125	0.1915310629674948639245002368625137023627758026123046875	-0.832711366964962	2.632102446936948	EEA1;SMAD2;HSPA1L;HLA-B;HLA-C;HRAS;HSPA1A
Estrogen signaling pathway_Homo sapiens_hsa04915	4/99	0.034386633851412252982360229225378134287893772125244140625	0.1533137610267838457644984373473562300205230712890625	0.039949123687952649286447837084779166616499423980712890625	0.1777180607946012569353655408121994696557521820068359375	-0.7690951434383148	2.5919178068793265	HSPA1L;RAF1;HRAS;HSPA1A
T cell receptor signaling pathway_Homo sapiens_hsa04660	4/104	0.040079341814902823271093978974022320471704006195068359375	0.1665466403548686302737991127287386916577816009521484375	0.04622362078784884864557369610338355414569377899169921875	0.1915310629674948639245002368625137023627758026123046875	-0.6637195220066103	2.135115510055949	PLCG1;RAF1;TNF;HRAS
Allograft rejection_Homo sapiens_hsa05330	3/38	0.0114176382917223380453197734141213004477322101593017578125	0.085860639953751982655916208386770449578762054443359375	0.01440449260878050828649232784073319635353982448577880859375	0.1047609575163834794153672191896475851535797119140625	-0.4669960833698088	2.088684768131643	HLA-B;HLA-C;TNF
Phagosome_Homo sapiens_hsa04145	5/154	0.042522546473583479331725953898057923652231693267822265625	0.1665466403548686302737991127287386916577816009521484375	0.048901547991700815287696713085097144357860088348388671875	0.1915310629674948639245002368625137023627758026123046875	-0.5783100205088292	1.826141602850466	EEA1;ATP6V1G2;HLA-B;HLA-C;RAC1
Endometrial cancer_Homo sapiens_hsa05213	3/52	0.0263840866892413837552222588556105620227754116058349609375	0.13405968371830756513674032248673029243946075439453125	0.03129158867664573462352706201272667385637760162353515625	0.158995099221875602069076194311492145061492919921875	-0.4604508223172892	1.6737360811689428	CDH1;RAF1;HRAS
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141	5/169	0.058899021936014518685542640241692424751818180084228515625	0.187018804427001583690071129240095615386962890625	0.06687619086523362288421168386776116676628589630126953125	0.2142264414832855956571933120358153246343135833740234375	-0.5012944842165924	1.4196312866968028	XBP1;HSPA1L;EIF2AK1;HERPUD1;HSPA1A
Graft-versus-host disease_Homo sapiens_hsa05332	3/41	0.0140436101894856023297730729382237768732011318206787109375	0.089111243086259672718796309709432534873485565185546875	0.0174224665539558475069181753269731416366994380950927734375	0.1091807904047899790977993461638106964528560638427734375	-0.3291781752420804	1.4041384009109812	HLA-B;HLA-C;TNF
Acute myeloid leukemia_Homo sapiens_hsa05221	3/57	0.033410654540904971554482472129166126251220703125	0.15320007448024719476364907677634619176387786865234375	0.039046338441265544816349830625767935998737812042236328125	0.1777180607946012569353655408121994696557521820068359375	-0.39260648743017723	1.3344225074605254	RARA;RAF1;HRAS
Legionellosis_Homo sapiens_hsa05134	3/55	0.030494366186001264917848629920626990497112274169921875	0.15086686428863782527542980460566468536853790283203125	0.035836983460409588264639069166150875389575958251953125	0.1772987602778158533478602976174443028867244720458984375	-0.3620583622894215	1.2636609214474264	HSPA1L;TNF;HSPA1A
Fatty acid metabolism_Homo sapiens_hsa01212	3/48	0.0213999701303147875364185637181435595266520977020263671875	0.11832924660291706253634202994362567551434040069580078125	0.0257377258734879411916640634672148735262453556060791015625	0.1423144842416391997463875895846285857260227203369140625	-0.30780481330032033	1.1833142827787386	FADS2;CPT1A;FADS1
Ras signaling pathway_Homo sapiens_hsa04014	6/227	0.06312573674276082680290045345827820710837841033935546875	0.187095034726030229332849330603494308888912200927734375	0.07160864262325018769761442172239185310900211334228515625	0.2142264414832855956571933120358153246343135833740234375	-0.4049178473991203	1.1186368647439893	FGF5;PLCG1;RAC1;RAF1;HRAS;INS
Neurotrophin signaling pathway_Homo sapiens_hsa04722	4/120	0.06167641422592605449093383640501997433602809906005859375	0.187018804427001583690071129240095615386962890625	0.06977861389252247581449495328342891298234462738037109375	0.2142264414832855956571933120358153246343135833740234375	-0.29211681895735353	0.8137947169911927	PLCG1;RAC1;RAF1;HRAS
Colorectal cancer_Homo sapiens_hsa05210	3/62	0.041310280116956650531268024906239588744938373565673828125	0.1665466403548686302737991127287386916577816009521484375	0.047686480021313752686307196881898562423884868621826171875	0.1915310629674948639245002368625137023627758026123046875	-0.23210340181941638	0.7396308888216905	SMAD2;RAC1;RAF1
Sphingolipid signaling pathway_Homo sapiens_hsa04071	4/120	0.06167641422592605449093383640501997433602809906005859375	0.187018804427001583690071129240095615386962890625	0.06977861389252247581449495328342891298234462738037109375	0.2142264414832855956571933120358153246343135833740234375	-0.2098350856751652	0.5845698469925266	RAC1;RAF1;TNF;HRAS
Viral myocarditis_Homo sapiens_hsa05416	3/59	0.03646672863834725386578128336623194627463817596435546875	0.1558123860002109950517734660024871118366718292236328125	0.042397445667139509184462298208018182776868343353271484375	0.1811527223959597254765441221024957485496997833251953125	-0.15911448758017982	0.526884550561532	HLA-B;HLA-C;RAC1
Renal cell carcinoma_Homo sapiens_hsa05211	3/66	0.048244822902282429033515853689095820300281047821044921875	0.17784366089468817140328837922425009310245513916015625	0.055218773501670780079475520096821128390729427337646484375	0.2035515572218452307051705929552554152905941009521484375	-0.12912327260329096	0.39143290810535053	RAC1;RAF1;HRAS
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060	6/265	0.11121673963565326115343623314402066171169281005859375	0.2903992646042057312882889164029620587825775146484375	0.1238669509474848717811568121760501526296138763427734375	0.32343037191843271305202733856276609003543853759765625	-0.16677823263609584	0.36629075818001056	BMP2;EPO;LTA;TNFRSF25;LTB;TNF
Phospholipase D signaling pathway_Homo sapiens_hsa04072	4/144	0.10335118264813018817971368434882606379687786102294921875	0.27757174768354964111694016537512652575969696044921875	0.114536693314402693300024793643387965857982635498046875	0.307612833472967250880714118466130457818508148193359375	-0.1381242297030243	0.3134898664054729	PLCG1;RAF1;HRAS;INS
Axon guidance_Homo sapiens_hsa04360	4/127	0.0727179087182287242629996626419597305357456207275390625	0.207135861197378812192937402869574725627899169921875	0.0817091359687101281839005650908802635967731475830078125	0.232747235789659168148091339389793574810028076171875	-0.10648943252991849	0.27912664896152184	NTNG1;EPHB6;RAC1;HRAS
Prolactin signaling pathway_Homo sapiens_hsa04917	3/72	0.05963814955649886229149814198535750620067119598388671875	0.187018804427001583690071129240095615386962890625	0.06751196783609923757207837979876785539090633392333984375	0.2142264414832855956571933120358153246343135833740234375	-0.07951888813257478	0.22420030973883823	RAF1;HRAS;INS
Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932	4/151	0.1174345276861934184164937278183060698211193084716796875	0.30113546080852404696059920752304606139659881591796875	0.129524128492911838606005403562448918819427490234375	0.329155609144612004701713203758117742836475372314453125	-0.1031763952138131	0.2209908705007519	XBP1;RAC1;TNF;INS
Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321	3/65	0.046460763622517671500578018140004132874310016632080078125	0.17469247122066644539728486051899380981922149658203125	0.053284988431757517035602944588390528224408626556396484375	0.2003515565034082734907627809661789797246456146240234375	-0.06892650666426851	0.21154558912024365	SMAD2;RORC;TNF
Regulation of actin cytoskeleton_Homo sapiens_hsa04810	5/214	0.12642135129727616327244277272257022559642791748046875	0.316896187251838934439973627377185039222240447998046875	0.139695700669187183873276580925448797643184661865234375	0.347597595487637966993332838683272711932659149169921875	-0.09071633387294412	0.18761361545161	FGF5;RAC1;RAF1;HRAS;INS
B cell receptor signaling pathway_Homo sapiens_hsa04662	3/73	0.06164937132507287975702325866222963668406009674072265625	0.187018804427001583690071129240095615386962890625	0.06967310386419096890353586104538408108055591583251953125	0.2142264414832855956571933120358153246343135833740234375	-0.04444145175556183	0.12382687246787576	RAC1;RAF1;HRAS
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	3/68	0.05191239185138929457252743304707109928131103515625	0.1834353525913975657690713205738575197756290435791015625	0.0591861493621353151883823784373817034065723419189453125	0.209258253085275958138566920752055011689662933349609375	-0.02950410241718697	0.0872789694840669	ATP6V1G2;PLCG1;RAC1
Chronic myeloid leukemia_Homo sapiens_hsa05220	3/73	0.06164937132507287975702325866222963668406009674072265625	0.187018804427001583690071129240095615386962890625	0.06967310386419096890353586104538408108055591583251953125	0.2142264414832855956571933120358153246343135833740234375	-0.005553233631240255	0.01547293181199572	CDKN2A;RAF1;HRAS
Metabolic pathways_Homo sapiens_hsa01100	7/1239	0.995011893333614949597176746465265750885009765625	0.99501189333361506061947920898091979324817657470703125	0.997399779985839618490217617363668978214263916015625	0.997399779985839618490217617363668978214263916015625	2.6321617716582635	-0.01316235866427559	FUT6;LAMA5;PTDSS2;ATP6V1G2;PC;GOT1;PLCG1
Olfactory transduction_Homo sapiens_hsa04740	1/415	0.9945472195762457001677603329881094396114349365234375	0.99501189333361506061947920898091979324817657470703125	0.99552420920534434589654892988619394600391387939453125	0.997399779985839618490217617363668978214263916015625	2.454157650960855	-0.013418600475650366	OR2B11
Jak-STAT signaling pathway_Homo sapiens_hsa04630	4/158	0.1323032663331263070194410147450980730354785919189453125	0.31888479577727879554771561743109486997127532958984375	0.1452897296402549109917146097359363920986652374267578125	0.35018550220984512311162006881204433739185333251953125	0.02674977791596102	-0.05410566619187885	EPO;RAF1;HRAS;JAK1
Prostate cancer_Homo sapiens_hsa05215	3/89	0.0978703962416123118828181759454309940338134765625	0.2705828601973987446172031923197209835052490234375	0.108259413377829571967225774642429314553737640380859375	0.299305436985764117263641992394695989787578582763671875	0.0581117346699985	-0.13505813124203722	RAF1;HRAS;INS
ErbB signaling pathway_Homo sapiens_hsa04012	3/87	0.09295056795120502923790439808726659975945949554443359375	0.26081651902726188385628347532474435865879058837890625	0.1030491922785039815568808307943982072174549102783203125	0.28915295743819025009457845953875221312046051025390625	0.060213740889092704	-0.14304902882150383	PLCG1;RAF1;HRAS
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	3/93	0.1080172102375684672903588534609298221766948699951171875	0.286017401755815081632050578264170326292514801025390625	0.118980643391712714862507027646643109619617462158203125	0.31504733743157731229445062126615084707736968994140625	0.12629061250913104	-0.28105530140673657	PLCG1;RAC1;RAF1
p53 signaling pathway_Homo sapiens_hsa04115	3/69	0.053795401921138012724110666340493480674922466278076171875	0.1838824647486172192412112735837581567466259002685546875	0.061219169785586051435455345881564426235854625701904296875	0.209258253085275958138566920752055011689662933349609375	0.09869335845775744	-0.28843798034150964	CDKN2A;CHEK2;MDM4
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	1/180	0.8942814046711389242005907362909056246280670166015625	0.90389733375362435463529209300759248435497283935546875	0.90105366996681535152191599991056136786937713623046875	0.910742419106243428217339896946214139461517333984375	2.60803714236923	-0.29140846419181776	RARA
Calcium signaling pathway_Homo sapiens_hsa04020	1/180	0.8942814046711389242005907362909056246280670166015625	0.90389733375362435463529209300759248435497283935546875	0.90105366996681535152191599991056136786937713623046875	0.910742419106243428217339896946214139461517333984375	2.6802468922345497	-0.2994768049244242	PLCG1
Alzheimer's disease_Homo sapiens_hsa05010	1/168	0.8771189613449958955015972605906426906585693359375	0.89618676485249582075454100049682892858982086181640625	0.88443740349278920920284008388989605009555816650390625	0.90366430356871940698937351044151000678539276123046875	2.7387848984198615	-0.35908934590395375	TNF
Rheumatoid arthritis_Homo sapiens_hsa05323	3/90	0.10036927018758028118394776129207457415759563446044921875	0.27346989558355205840456392252235673367977142333984375	0.110902718857757431880628473663819022476673126220703125	0.302169726742875288660883370539522729814052581787109375	0.17249285508495896	-0.39654368525019373	ATP6V1G2;LTB;TNF
HIF-1 signaling pathway_Homo sapiens_hsa04066	3/103	0.1350329327819679015032505731142009608447551727294921875	0.32134419446848061507893135058111511170864105224609375	0.14738803479278372865479695974499918520450592041015625	0.35074620938029543726344172682729549705982208251953125	0.2550803064732842	-0.5107311214177085	EPO;PLCG1;INS
Toll-like receptor signaling pathway_Homo sapiens_hsa04620	3/106	0.1435538554077192274771590518867014907300472259521484375	0.3331867261314964689944417841616086661815643310546875	0.1563122000255936228096942386400769464671611785888671875	0.36279868647915558543814995573484338819980621337890625	0.2728690242137353	-0.5296510592473807	IRF7;RAC1;TNF
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120	1/137	0.8188329934342337690367230607080273330211639404296875	0.84120547959363911605379371394519694149494171142578125	0.82763975703795622518299524017493240535259246826171875	0.8502528651537473169952363605261780321598052978515625	2.683297706270507	-0.5363244809373843	UBE3A
Tuberculosis_Homo sapiens_hsa05152	4/178	0.1786088938690544025700290831082384102046489715576171875	0.378670375201284326038830840843729674816131591796875	0.1940774047559335191426299616068718023598194122314453125	0.40996125948444384068380941243958659470081329345703125	0.3151120271695484	-0.5427983695996347	EEA1;RAF1;TNF;JAK1
Insulin resistance_Homo sapiens_hsa04931	3/109	0.152248012107081331922842082349234260618686676025390625	0.344850918989533627989629849253105930984020233154296875	0.16540229494856151237769381623365916311740875244140625	0.37464616205216338951089483089162968099117279052734375	0.3121042737547464	-0.5874565306185245	CPT1A;TNF;INS
Oxidative phosphorylation_Homo sapiens_hsa00190	1/133	0.8095355552764840201263041308266110718250274658203125	0.8362235406152691563619328007916919887065887451171875	0.81853914505141034396729082800447940826416015625	0.84552395203112717947391274719848297536373138427734375	2.859225989022301	-0.6041389668081996	ATP6V1G2
Dopaminergic synapse_Homo sapiens_hsa04728	1/129	0.79976300544658240898598933199536986649036407470703125	0.8306930664307043965521870632073841989040374755859375	0.808963700756630377242117901914753019809722900390625	0.8402495897361685894821903275442309677600860595703125	2.9122269740713356	-0.6507075244550808	DRD4
Adherens junction_Homo sapiens_hsa04520	3/74	0.06369192671524433191354575001241755671799182891845703125	0.187095034726030229332849330603494308888912200927734375	0.07186546958056345968390843381712329573929309844970703125	0.2142264414832855956571933120358153246343135833740234375	0.24761215468872985	-0.6818489623229469	SMAD2;CDH1;RAC1
Oocyte meiosis_Homo sapiens_hsa04114	1/123	0.78416012960518222119077336174086667597293853759765625	0.8190116909209681494985488825477659702301025390625	0.7936563371325411342382949442253448069095611572265625	0.82892995211620956741427335145999677479267120361328125	2.858607684436869	-0.695047682633907	INS
Vascular smooth muscle contraction_Homo sapiens_hsa04270	1/120	0.77591043342244081504333053089794702827930450439453125	0.81492268985150195792499516755924560129642486572265625	0.7855540298722789582797076946008019149303436279296875	0.82505115986585730869506960516446270048618316650390625	2.959185089782424	-0.7507990739286423	RAF1
Serotonergic synapse_Homo sapiens_hsa04726	3/112	0.1611048020147290149584051732745137996971607208251953125	0.3563259150443418565856745772180147469043731689453125	0.174647361045738858109643842908553779125213623046875	0.38627886913645770317060623710858635604381561279296875	0.4311526062842439	-0.7871553915814394	DUSP1;RAF1;HRAS
Chemokine signaling pathway_Homo sapiens_hsa04062	4/187	0.201017807766838085825611415202729403972625732421875	0.397803661685953269255833220086060464382171630859375	0.217545881750511982399842736413120292127132415771484375	0.430511850201013235306390924961306154727935791015625	0.5100385439500437	-0.8182863457264499	PREX1;RAC1;RAF1;HRAS
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	3/277	0.6678603394754130118116108860704116523265838623046875	0.73246559464298333086418324455735273659229278564453125	0.68839187517157574003334730150527320802211761474609375	0.748079031978359676458012472721748054027557373046875	2.189418515862964	-0.8838161465745786	HRH3;THRA;DRD4
cAMP signaling pathway_Homo sapiens_hsa04024	2/199	0.7073323434814453580798954135389067232608795166015625	0.7555595487188166980985215559485368430614471435546875	0.7231099784003227615158948538010008633136749267578125	0.76722885761754489042374416385428048670291900634765625	2.5788051492993542	-0.8929232689498869	RAC1;RAF1
