Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Tuberculosis_Homo sapiens_hsa05152	7/178	0.00159336583415457225428035759051681452547200024127960205078125	0.00919249519704560917598978875275861355476081371307373046875	0.0069315483531076325929287662575006834231317043304443359375	0.038508601961709069960715368097226019017398357391357421875	-1.1952513597919794	7.699697651211994	HLA-DMA;HLA-DRA;TNF;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1
Estrogen signaling pathway_Homo sapiens_hsa04915	5/99	0.00255321034168262163410734189028516993857920169830322265625	0.01367791254472833055444436212155778775922954082489013671875	0.00836735428276301658467861699364220839925110340118408203125	0.044825112229087589466036689600514364428818225860595703125	-1.1635373103303592	6.9467875256454255	GABBR1;HSPA1L;HSPA1B;ADCY5;HSPA1A
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	4/64	0.003215492495259324352840923921803550911135971546173095703125	0.016631857734099954326811854343759478069841861724853515625	0.00908897004180597885281134296064919908531010150909423828125	0.0470119140093412657410709698524442501366138458251953125	-0.9554718625054308	5.4841932672266545	HSPA1L;HSPA1B;ADCY5;HSPA1A
Legionellosis_Homo sapiens_hsa05134	4/55	0.0018440577830497050133840009067398568731732666492462158203125	0.010244765461387250748970245695090852677822113037109375	0.00551430154024111669752716835546380025334656238555908203125	0.0318132781167756728546436306714895181357860565185546875	-0.8252470413895111	5.195579445292199	HSPA1L;TNF;HSPA1B;HSPA1A
Spliceosome_Homo sapiens_hsa03040	5/134	0.00914535078203965352827697898874248494394123554229736328125	0.04572675391019827284555532287413370795547962188720703125	0.0263768530459658791242905095941750914789736270904541015625	0.1318842652298294060297934038317180238664150238037109375	-1.0817775517274255	5.078415145005967	HSPA1L;DHX16;HSPA1B;HSPA1A;LSM2
NF-kappa B signaling pathway_Homo sapiens_hsa04064	4/93	0.01195444399740384737451659447060592356137931346893310546875	0.05784408385840571209524085816156002692878246307373046875	0.029729549570493236931856273486118880100548267364501953125	0.1438526592120640545946486099637695588171482086181640625	-0.9145902864967846	4.0485730920286205	CSNK2B;LTA;LTB;TNF
Measles_Homo sapiens_hsa05162	4/136	0.040924751426919987740138395793110248632729053497314453125	0.1860215973950908596723508026116178371012210845947265625	0.08955459358280774828653392205524141900241374969482421875	0.407066334467307944233738226103014312684535980224609375	-1.050886205181217	3.3586535707795337	HSPA1L;CSNK2B;HSPA1B;HSPA1A
Thyroid hormone synthesis_Homo sapiens_hsa04918	3/71	0.0301083884055513284483396319046732969582080841064453125	0.1411330706510218468974215966227347962558269500732421875	0.060277687851418342013243290011814679019153118133544921875	0.282551661803523479488120528912986628711223602294921875	-0.7975099893480898	2.793638782734045	GPX6;GPX5;ADCY5
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141	4/169	0.0778272444300307508768810293986462056636810302734375	0.318135664508825521945567516013397835195064544677734375	0.1575262079633603651274142976035363972187042236328125	0.62181397880273825418129263198352418839931488037109375	-0.9787503289739137	2.4990077094526235	HSPA1L;RNF5;HSPA1B;HSPA1A
Hematopoietic cell lineage_Homo sapiens_hsa04640	3/88	0.0515051772747246172645674278101068921387195587158203125	0.2272287232708438964312591679117758758366107940673828125	0.09786566481608653667034758427689666859805583953857421875	0.43176028595332294202080447576008737087249755859375	-0.8221405742492808	2.438528915713623	HLA-DRA;TNF;HLA-DRB1
Purine metabolism_Homo sapiens_hsa00230	4/176	0.08725242182485394570878867170904413796961307525634765625	0.336360471691221629697565731476061046123504638671875	0.17393075356131182385155398151255212724208831787109375	0.6689644367742761943418372538872063159942626953125	-0.8995277813201427	2.193903247151108	ZNRD1;NME2;NME1;ADCY5
Pyrimidine metabolism_Homo sapiens_hsa00240	3/105	0.07847346391217695227293660309442202560603618621826171875	0.318135664508825521945567516013397835195064544677734375	0.142702729959983398710932078756741248071193695068359375	0.57852458091885161639567058955435641109943389892578125	-0.8067704830036801	2.053226644245736	ZNRD1;NME2;NME1
MAPK signaling pathway_Homo sapiens_hsa04010	4/255	0.2246106438756196865824676933698356151580810546875	0.61997276683879487535477892379276454448699951171875	0.38456426139465971214548289935919456183910369873046875	0.92673966688555486914680159316048957407474517822265625	-0.699340860953856	1.0443864436239534	HSPA1L;TNF;HSPA1B;HSPA1A
Aminoacyl-tRNA biosynthesis_Homo sapiens_hsa00970	2/66	0.1300553810467517112936519652066635899245738983154296875	0.4758123696832379234678001012071035802364349365234375	0.1991782298159398834069833128523896448314189910888671875	0.7287008407900239514987106304033659398555755615234375	-0.47481509736144545	0.9685254193541964	VARS;VARS2
Aldosterone synthesis and secretion_Homo sapiens_hsa04925	2/81	0.17971706399276154986210940478486008942127227783203125	0.5860339043242224210672475237515754997730255126953125	0.26640962248068722484362069735652767121791839599609375	0.8684130522262998308491432908340357244014739990234375	-0.5525375248206357	0.9483596776751143	CYP21A2;ADCY5
RNA degradation_Homo sapiens_hsa03018	2/77	0.1661794823951782962279111188763636164367198944091796875	0.56652096271083507428301118125091306865215301513671875	0.248371476919481748435458712265244685113430023193359375	0.8467209440436878065128212256240658462047576904296875	-0.4872268716178356	0.8744196621262851	SKIV2L;LSM2
Arachidonic acid metabolism_Homo sapiens_hsa00590	2/62	0.11743197279753671280477789196083904244005680084228515625	0.440369897990762648731788431177847087383270263671875	0.1815985441363732189046231724205426871776580810546875	0.6809945405113995153811856653192080557346343994140625	-0.35945084140119044	0.7699063438262985	GPX6;GPX5
GABAergic synapse_Homo sapiens_hsa04727	2/88	0.2037750549674298972124830697794095613062381744384765625	0.61997276683879487535477892379276454448699951171875	0.297964745196550584438455189228989183902740478515625	0.87636689763691355548047567936009727418422698974609375	-0.4671747729452989	0.7431529280387804	GABBR1;ADCY5
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060	4/265	0.2449619157068883279482207626642775721848011016845703125	0.6445459276022391659211052683531306684017181396484375	0.412246672008923897845278361273813061416149139404296875	0.92673966688555486914680159316048957407474517822265625	-0.5281310700143037	0.7428969040193664	LTA;LTB;TNF;IL12RB2
Pertussis_Homo sapiens_hsa05133	2/75	0.1594810368301557701453674553704331628978252410888671875	0.556329198244729372646588672068901360034942626953125	0.239368359840225808365943294120370410382747650146484375	0.83500590641939231861812231727526523172855377197265625	-0.3852095040199665	0.7071792620597933	TNF;C2
Dilated cardiomyopathy_Homo sapiens_hsa05414	2/90	0.21071616043979002341757222893647849559783935546875	0.61997276683879487535477892379276454448699951171875	0.306953404701166332468886821516207419335842132568359375	0.88143496134678389619665495047229342162609100341796875	-0.44425732827712927	0.6918167311872764	TNF;ADCY5
Complement and coagulation cascades_Homo sapiens_hsa04610	2/79	0.1729262216645353067434598415275104343891143798828125	0.576420738881784355811532805091701447963714599609375	0.257387150834209765815074888450908474624156951904296875	0.85795716944736588605024962816969491541385650634765625	-0.38935808617970036	0.6832807052290237	CFB;C2
Gap junction_Homo sapiens_hsa04540	2/88	0.2037750549674298972124830697794095613062381744384765625	0.61997276683879487535477892379276454448699951171875	0.297964745196550584438455189228989183902740478515625	0.87636689763691355548047567936009727418422698974609375	-0.4059357964256832	0.6457377263922239	TUBB;ADCY5
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	3/180	0.2446874143393676648283729946342646144330501556396484375	0.6445459276022391659211052683531306684017181396484375	0.383142641640512093825776673838845454156398773193359375	0.92673966688555486914680159316048957407474517822265625	-0.4541858801295045	0.6393909564326341	HIST1H3J;HIST1H3H;HIST1H3I
Morphine addiction_Homo sapiens_hsa05032	2/91	0.21419572010084586555223040704731829464435577392578125	0.61997276683879487535477892379276454448699951171875	0.311440353009196979616746148167294450104236602783203125	0.88143496134678389619665495047229342162609100341796875	-0.4116276229707495	0.6342626392643789	GABBR1;ADCY5
Longevity regulating pathway - mammal_Homo sapiens_hsa04211	2/94	0.2246653836772835866053554809695924632251262664794921875	0.61997276683879487535477892379276454448699951171875	0.324865333525199584396858654145034961402416229248046875	0.90240370423666560473208164694369770586490631103515625	-0.41123429838334086	0.6140316828272928	EHMT2;ADCY5
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933	2/101	0.2492244253395325126465564835598343051970005035400390625	0.6445459276022391659211052683531306684017181396484375	0.355918673292342668812437977976514957845211029052734375	0.9206961471845496181032331151072867214679718017578125	-0.4314847023031435	0.599505484782431	AGER;TNF
Basal transcription factors_Homo sapiens_hsa03022	2/45	0.0681238142409522906550733978292555548250675201416015625	0.291959203889795515518557067480287514626979827880859375	0.1106702526410836551207239608629606664180755615234375	0.474301082747501434599968206384801305830478668212890625	-0.1900801803602001	0.5106368008389578	GTF2A1L;GTF2H4
TNF signaling pathway_Homo sapiens_hsa04668	2/110	0.280902004407498406823862069359165616333484649658203125	0.68761637947891873778871740796603262424468994140625	0.39509108460861053213619697999092750251293182373046875	0.92673966688555486914680159316048957407474517822265625	-0.32611584499103363	0.41408540151961803	LTA;TNF
Glutathione metabolism_Homo sapiens_hsa00480	2/52	0.0874537226397176237213670901837758719921112060546875	0.336360471691221629697565731476061046123504638671875	0.138943401745287686832597273678402416408061981201171875	0.57852458091885161639567058955435641109943389892578125	-0.13151884687948512	0.32046480768253555	GPX6;GPX5
Lysosome_Homo sapiens_hsa04142	2/123	0.326427732246154123085801757042645476758480072021484375	0.7650649974519236895531548725557513535022735595703125	0.449704446730163132084356902851141057908535003662109375	0.92673966688555486914680159316048957407474517822265625	-0.19193787976875687	0.21488341903868705	NEU1;PPT2
Phospholipase D signaling pathway_Homo sapiens_hsa04072	2/144	0.398134340360792204904782920493744313716888427734375	0.7755863773262186011692165266140364110469818115234375	0.53181625087598749512807216888177208602428436279296875	0.92673966688555486914680159316048957407474517822265625	0.04028448702415996	-0.03710063449977835	AGPAT1;ADCY5
Pathways in cancer_Homo sapiens_hsa05200	1/397	0.978241114162075486859748707502149045467376708984375	0.978241114162075486859748707502149045467376708984375	0.99322812430110352099887904842034913599491119384765625	0.99618922354196726143271689579705707728862762451171875	1.8675379428875205	-0.04108415645213987	ADCY5
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	1/341	0.962488464907154561700508565991185605525970458984375	0.96894811903404820530028018765733577311038970947265625	0.9860793576815678473934667636058293282985687255859375	0.99618922354196726143271689579705707728862762451171875	1.7701120065887095	-0.06767704177520255	TNXB
Metabolic pathways_Homo sapiens_hsa01100	7/1239	0.953818624356546518328059391933493316173553466796875	0.96670806522622954037871068067033775150775909423828125	0.9961892235419671504104144332814030349254608154296875	0.99618922354196726143271689579705707728862762451171875	1.6388463240774291	-0.0774875169862296	ZNRD1;ATP6V1G2;CYP21A2;NME2;PPT2;AGPAT1;NME1
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	1/277	0.93023218026093645871554826953797601163387298583984375	0.9492165104703433886612629066803492605686187744140625	0.9685127293538868809008590687881223857402801513671875	0.9882782952590682956639511758112348616123199462890625	1.6337708490012708	-0.1181560523389806	GABBR1
Jak-STAT signaling pathway_Homo sapiens_hsa04630	2/158	0.4439645323287511047283260268159210681915283203125	0.79279380772991270287519682824495248496532440185546875	0.58182927244052662363316130722523666918277740478515625	0.92673966688555486914680159316048957407474517822265625	0.17928208819295874	-0.14557895634042578	PTPN2;IL12RB2
Rap1 signaling pathway_Homo sapiens_hsa04015	1/211	0.86797740197083583790771399435470812022686004638671875	0.891757604764557232357446991954930126667022705078125	0.92752332599121756206983491210849024355411529541015625	0.95293492396357970530829106792225502431392669677734375	1.682135235058818	-0.23817285382722336	ADCY5
Focal adhesion_Homo sapiens_hsa04510	1/202	0.85600476389902568907785962437628768384456634521484375	0.8869517338091859048887499739066697657108306884765625	0.918847914271245347350713927880860865116119384765625	0.95157972644584010168955501285381615161895751953125	1.6738012488114542	-0.2602415093610595	TNXB
Proteoglycans in cancer_Homo sapiens_hsa05205	1/203	0.8573866760155464117332257956149987876415252685546875	0.8869517338091859048887499739066697657108306884765625	0.9198604022309788685873854774399660527706146240234375	0.95157972644584010168955501285381615161895751953125	1.713836602042302	-0.26370163664892876	TNF
Chemokine signaling pathway_Homo sapiens_hsa04062	1/187	0.83360397190851343030004727552295662462711334228515625	0.87440976074319587407757126129581592977046966552734375	0.9020527544828726984604827521252445876598358154296875	0.94620918302399237287403366281068883836269378662109375	1.7550796289945902	-0.3194189520923554	ADCY5
RNA transport_Homo sapiens_hsa03013	1/172	0.8077395141936933864457159870653413236141204833984375	0.85324596569756339103918207911192439496517181396484375	0.88183020740859230368613452810677699744701385498046875	0.93330054133847550890124011857551522552967071533203125	1.5526969854828565	-0.33152511520938405	RPP21
cAMP signaling pathway_Homo sapiens_hsa04024	2/199	0.5660223694629260560162720139487646520137786865234375	0.82945736125205471456212080738623626530170440673828125	0.70555770295785957824108436398091726005077362060546875	0.92673966688555486914680159316048957407474517822265625	0.6143739126555366	-0.34965351303646397	GABBR1;ADCY5
MicroRNAs in cancer_Homo sapiens_hsa05206	2/297	0.776292212419108285104130118270404636859893798828125	0.84173302662282567521145892897038720548152923583984375	0.883524512467090072931341637740842998027801513671875	0.93330054133847550890124011857551522552967071533203125	1.4010198437320738	-0.3547750254204666	TNXB;NOTCH4
Alzheimer's disease_Homo sapiens_hsa05010	1/168	0.8001912353933704480368760414421558380126953125	0.85126727169507498960143720978521741926670074462890625	0.8757736878597086604969490508665330708026885986328125	0.93330054133847550890124011857551522552967071533203125	1.662454078173795	-0.37056855431652336	TNF
cGMP-PKG signaling pathway_Homo sapiens_hsa04022	1/167	0.7982585537969224542820256829145364463329315185546875	0.85126727169507498960143720978521741926670074462890625	0.874212234659110354328959147096611559391021728515625	0.93330054133847550890124011857551522552967071533203125	1.6712692692754607	-0.3765749572562438	ADCY5
Parkinson's disease_Homo sapiens_hsa05012	1/142	0.74340911038318113757128458018996752798557281494140625	0.8321743772946057493555827022646553814411163330078125	0.82820790272790478780962075688876211643218994140625	0.92673966688555486914680159316048957407474517822265625	1.3648933442696334	-0.40470284146618835	ADCY5
Oxytocin signaling pathway_Homo sapiens_hsa04921	1/158	0.7800059380038184553285418587620370090007781982421875	0.84173302662282567521145892897038720548152923583984375	0.859257176392357990835080272518098354339599609375	0.93330054133847550890124011857551522552967071533203125	1.6356600342029604	-0.4063858635014274	ADCY5
Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932	1/151	0.7646816125100155403515600482933223247528076171875	0.83724264143432358675767090971930883824825286865234375	0.8464222290888068211955896913423202931880950927734375	0.92673966688555486914680159316048957407474517822265625	1.5501701213622732	-0.41590401594126	TNF
Apoptosis_Homo sapiens_hsa04210	1/140	0.73842802461578138650821756527875550091266632080078125	0.8321743772946057493555827022646553814411163330078125	0.82387897696296807925619987145182676613330841064453125	0.92673966688555486914680159316048957407474517822265625	1.3801696039841986	-0.41851109711839496	TNF
Hepatitis B_Homo sapiens_hsa05161	1/146	0.753089966882766415068317655823193490505218505859375	0.83580139090164895510071119133499450981616973876953125	0.8365526970589325372884559328667819499969482421875	0.92673966688555486914680159316048957407474517822265625	1.4791545517974032	-0.41944471473556183	TNF
