Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Chronic myeloid leukemia_Homo sapiens_hsa05220	1/73	0.256796917687665826601772778303711675107479095458984375	0.465500913703926488818041207196074537932872772216796875	0.23265448509002795152156295444001443684101104736328125	0.42338874878761501019397428535739891231060028076171875	-0.5950126505473119	0.8089016754931754	SOS1
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	2/277	0.30934934504841127278496060171164572238922119140625	0.465500913703926488818041207196074537932872772216796875	0.260956243939530707631746508923242799937725067138671875	0.42338874878761501019397428535739891231060028076171875	-0.6129784126568818	0.7191978093948549	GABRR2;GALR1
TGF-beta signaling pathway_Homo sapiens_hsa04350	1/84	0.289368693049895042701535885498742572963237762451171875	0.465500913703926488818041207196074537932872772216796875	0.262451581428737534817940968423499725759029388427734375	0.42338874878761501019397428535739891231060028076171875	-0.5109447000152075	0.6335988399236052	BMPR1B
Adherens junction_Homo sapiens_hsa04520	1/74	0.259817916828538220119781954053905792534351348876953125	0.465500913703926488818041207196074537932872772216796875	0.2354103589427678777656893771563773043453693389892578125	0.42338874878761501019397428535739891231060028076171875	-0.45854102720135126	0.6180097721540987	PVRL2
ErbB signaling pathway_Homo sapiens_hsa04012	1/87	0.29800449558564257035442324195173569023609161376953125	0.465500913703926488818041207196074537932872772216796875	0.270383278548032401911171973551972769200801849365234375	0.42338874878761501019397428535739891231060028076171875	-0.5040462677769295	0.6102219541250292	SOS1
Prostate cancer_Homo sapiens_hsa05215	1/89	0.303704029556140675527586836324189789593219757080078125	0.465500913703926488818041207196074537932872772216796875	0.27562551423027148445044076652266085147857666015625	0.42338874878761501019397428535739891231060028076171875	-0.4609903805565851	0.549362991983057	SOS1
Antigen processing and presentation_Homo sapiens_hsa04612	1/77	0.26880833313502361381353011893224902451038360595703125	0.465500913703926488818041207196074537932872772216796875	0.2436210879457625377852991732652299106121063232421875	0.42338874878761501019397428535739891231060028076171875	-0.3863412341751578	0.5075583731264771	HLA-A
MicroRNAs in cancer_Homo sapiens_hsa05206	2/297	0.339085751703110449550848670696723274886608123779296875	0.465500913703926488818041207196074537932872772216796875	0.287698253223154953861495641831425018608570098876953125	0.42338874878761501019397428535739891231060028076171875	-0.4591695457980297	0.49659289632107084	SOS1;VEGFA
GABAergic synapse_Homo sapiens_hsa04727	1/88	0.300859998807162909439938403011183254420757293701171875	0.465500913703926488818041207196074537932872772216796875	0.2730089325040065961758273260784335434436798095703125	0.42338874878761501019397428535739891231060028076171875	-0.4067830801138159	0.4885913240724914	GABRR2
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933	1/101	0.336953935806618642967436016988358460366725921630859375	0.465500913703926488818041207196074537932872772216796875	0.306327702805685220255327294580638408660888671875	0.42338874878761501019397428535739891231060028076171875	-0.4314847023031435	0.4693729627961131	VEGFA
Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008	1/89	0.303704029556140675527586836324189789593219757080078125	0.465500913703926488818041207196074537932872772216796875	0.27562551423027148445044076652266085147857666015625	0.42338874878761501019397428535739891231060028076171875	-0.3798103973753684	0.4526206729877624	NVL
GnRH signaling pathway_Homo sapiens_hsa04912	1/91	0.309357855451919794287363174589700065553188323974609375	0.465500913703926488818041207196074537932872772216796875	0.280831581086690651449799815964070148766040802001953125	0.42338874878761501019397428535739891231060028076171875	-0.35714571883033486	0.4190235588921217	SOS1
Gap junction_Homo sapiens_hsa04540	1/88	0.300859998807162909439938403011183254420757293701171875	0.465500913703926488818041207196074537932872772216796875	0.2730089325040065961758273260784335434436798095703125	0.42338874878761501019397428535739891231060028076171875	-0.34654866375749427	0.41624314962522935	SOS1
Estrogen signaling pathway_Homo sapiens_hsa04915	1/99	0.33152327630340427955246696001267991960048675537109375	0.465500913703926488818041207196074537932872772216796875	0.30129892194355856194221132682287134230136871337890625	0.42338874878761501019397428535739891231060028076171875	-0.3464785360539813	0.3825321420308777	SOS1
Rheumatoid arthritis_Homo sapiens_hsa05323	1/90	0.306536633315642237374021306095528416335582733154296875	0.465500913703926488818041207196074537932872772216796875	0.278233053773727145863148280113819055259227752685546875	0.42338874878761501019397428535739891231060028076171875	-0.28567779112281766	0.33779056508827426	VEGFA
Choline metabolism in cancer_Homo sapiens_hsa05231	1/101	0.336953935806618642967436016988358460366725921630859375	0.465500913703926488818041207196074537932872772216796875	0.306327702805685220255327294580638408660888671875	0.42338874878761501019397428535739891231060028076171875	-0.29963018991709883	0.32594043133826794	SOS1
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	2/341	0.403001286920381007750080470941611565649509429931640625	0.511270289376602793396386914537288248538970947265625	0.34623885270373622180528627723106183111667633056640625	0.4588955340778013702873749934951774775981903076171875	-0.35587713557480916	0.32342666533662173	SOS1;VEGFA
Morphine addiction_Homo sapiens_hsa05032	1/91	0.309357855451919794287363174589700065553188323974609375	0.465500913703926488818041207196074537932872772216796875	0.280831581086690651449799815964070148766040802001953125	0.42338874878761501019397428535739891231060028076171875	-0.26666174505668105	0.3128626427329961	GABRR2
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723	1/101	0.336953935806618642967436016988358460366725921630859375	0.465500913703926488818041207196074537932872772216796875	0.306327702805685220255327294580638408660888671875	0.42338874878761501019397428535739891231060028076171875	-0.23813113302084615	0.259041200866174	GABRR2
HIF-1 signaling pathway_Homo sapiens_hsa04066	1/103	0.342341017275008596687513318101991899311542510986328125	0.465500913703926488818041207196074537932872772216796875	0.311321727614192689248540091284667141735553741455078125	0.42338874878761501019397428535739891231060028076171875	-0.20227773163556953	0.21683119210823845	VEGFA
Neurotrophin signaling pathway_Homo sapiens_hsa04722	1/120	0.3864198413563657563685183049528859555721282958984375	0.5104631656510019155348345520906150341033935546875	0.35239981962523370118134380390984006226062774658203125	0.4588955340778013702873749934951774775981903076171875	-0.21247301498415325	0.202025892912951	SOS1
T cell receptor signaling pathway_Homo sapiens_hsa04660	1/104	0.3450183242746749368023984061437658965587615966796875	0.465500913703926488818041207196074537932872772216796875	0.31380577851317348336834811561857350170612335205078125	0.42338874878761501019397428535739891231060028076171875	-0.16573559838413446	0.1763688213920812	SOS1
Oocyte meiosis_Homo sapiens_hsa04114	1/123	0.393889697671192917649563014492741785943508148193359375	0.5104631656510019155348345520906150341033935546875	0.359400337282237802849493846224504522979259490966796875	0.4588955340778013702873749934951774775981903076171875	-0.188158780817861	0.17530459404261367	CDC26
Apoptosis_Homo sapiens_hsa04210	1/140	0.434553100769947631132339438408962450921535491943359375	0.51666297542984429558288184125558473169803619384765625	0.3977181721066731512337355525232851505279541015625	0.473215918610683627942847806480131112039089202880859375	-0.1620283976388805	0.13504048279344705	LMNB2
AMPK signaling pathway_Homo sapiens_hsa04152	1/124	0.396359634505483782174195539482752792537212371826171875	0.5104631656510019155348345520906150341033935546875	0.36171765627309049317972267090226523578166961669921875	0.4588955340778013702873749934951774775981903076171875	-0.12876750827546796	0.11916574165098998	ULK1
FoxO signaling pathway_Homo sapiens_hsa04068	1/133	0.4181464132076004869276175668346695601940155029296875	0.5151079003282035273514338769018650054931640625	0.38221453870279720188563032934325747191905975341796875	0.470843996952721222104543130626552738249301910400390625	-0.12350413083847303	0.10768617093980903	SOS1
Hepatitis C_Homo sapiens_hsa05160	1/133	0.4181464132076004869276175668346695601940155029296875	0.5151079003282035273514338769018650054931640625	0.38221453870279720188563032934325747191905975341796875	0.470843996952721222104543130626552738249301910400390625	-0.0931549812618778	0.08122403006245314	SOS1
Insulin signaling pathway_Homo sapiens_hsa04910	1/139	0.432237569990409353781757317847223021090030670166015625	0.51666297542984429558288184125558473169803619384765625	0.395526462400067446711915408741333521902561187744140625	0.473215918610683627942847806480131112039089202880859375	-0.07548175923228292	0.06331258331823061	SOS1
Phospholipase D signaling pathway_Homo sapiens_hsa04072	1/144	0.44372232007504275319575981484376825392246246337890625	0.51666297542984429558288184125558473169803619384765625	0.406408965395057719671711993214557878673076629638671875	0.473215918610683627942847806480131112039089202880859375	-0.06166335110565961	0.05010494549503816	SOS1
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550	1/142	0.439156217204626664329936147623811848461627960205078125	0.51666297542984429558288184125558473169803619384765625	0.402078727068502284058837403790676034986972808837890625	0.473215918610683627942847806480131112039089202880859375	-0.057777250122027	0.0475449038261306	BMPR1B
Jak-STAT signaling pathway_Homo sapiens_hsa04630	1/158	0.4746730631170519298933641039184294641017913818359375	0.5379628048659921280005846710992045700550079345703125	0.435888579201472003976647329182014800608158111572265625	0.4940070564283349785483778759953565895557403564453125	-0.04951637722253783	0.03689608864846222	SOS1
Epstein-Barr virus infection_Homo sapiens_hsa05169	1/202	0.561290054807633165268043740070424973964691162109375	0.6020688501938626924214759128517471253871917724609375	0.51966712662905989450479182778508402407169342041015625	0.5577291962083761323043518132180906832218170166015625	-0.021382733756348204	0.012348902414654788	HLA-A
Alcoholism_Homo sapiens_hsa05034	1/179	0.517937057897344121926153093227185308933258056640625	0.57174870027628899027405395827372558414936065673828125	0.477487740671922289426021279723499901592731475830078125	0.527096856585888229318470621365122497081756591796875	0.0022290728218902593	-0.0014665104734032696	SOS1
Metabolic pathways_Homo sapiens_hsa01100	2/1239	0.9645236843171212104408596132998354732990264892578125	0.96452368431712132146316207581548951566219329833984375	0.95062629174935608933338926362921483814716339111328125	0.95062629174935608933338926362921483814716339111328125	0.07437449413761509	-0.0026864729870519286	DPM3;PIGQ
Hippo signaling pathway_Homo sapiens_hsa04390	1/153	0.4638195675860588007566320811747573316097259521484375	0.532765719524527003869707186822779476642608642578125	0.425525257031534653862081540864892303943634033203125	0.488779011455141187969530847112764604389667510986328125	0.019516760085184572	-0.014993939571638536	BMPR1B
Viral carcinogenesis_Homo sapiens_hsa05203	1/205	0.5666530354765766386293535106233321130275726318359375	0.6020688501938626924214759128517471253871917724609375	0.52492159643141278468903010434587486088275909423828125	0.5577291962083761323043518132180906832218170166015625	0.02727359996250895	-0.015491625502220484	HLA-A
Alzheimer's disease_Homo sapiens_hsa05010	1/168	0.495733217943303994257320255201193504035472869873046875	0.55443846743658997677783872859436087310314178466796875	0.456079401277264206981953975628130137920379638671875	0.5100888040600981554462123312987387180328369140625	0.03544237315067107	-0.024870528661525407	APOE
Rap1 signaling pathway_Homo sapiens_hsa04015	1/211	0.57718548967938676508282469512778334319591522216796875	0.6036622244230722689195545171969570219516754150390625	0.5352654776458789509518965132883749902248382568359375	0.56012511765221884019183562486432492733001708984375	0.04884312012819337	-0.026843768127717823	VEGFA
Endocytosis_Homo sapiens_hsa04144	1/259	0.6528270979502617255008090069168247282505035400390625	0.66059884911633626192184465253376401960849761962890625	0.61058065074576550745888425808516331017017364501953125	0.61784946801654838655082357945502735674381256103515625	0.07522928449924625	-0.03208099920087993	HLA-A
MAPK signaling pathway_Homo sapiens_hsa04010	1/255	0.647070912239478435168393843923695385456085205078125	0.66059884911633626192184465253376401960849761962890625	0.6047815046254623183585863444022834300994873046875	0.61784946801654838655082357945502735674381256103515625	0.08991136128448796	-0.03913836062054615	SOS1
Chemokine signaling pathway_Homo sapiens_hsa04062	1/187	0.53347607223996040826108355759060941636562347412109375	0.5813521300050850104668143103481270372867584228515625	0.4925468613439962783928649514564312994480133056640625	0.53674978479794466235119898556149564683437347412109375	0.06908649299676682	-0.04340988022610148	SOS1
Regulation of actin cytoskeleton_Homo sapiens_hsa04810	1/214	0.58235649885519913393494562114938162267208099365234375	0.6036622244230722689195545171969570219516754150390625	0.54035599585272875433616945883841253817081451416015625	0.56012511765221884019183562486432492733001708984375	0.08241044761977145	-0.04455706091028582	SOS1
