Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
RNA transport_Homo sapiens_hsa03013	3/172	0.127589977248356356565039959605201147496700286865234375	0.62856577031079485795572736606118269264698028564453125	0.1432821396015647452681918139205663464963436126708984375	0.66470209058978724225852374729583971202373504638671875	-1.3820697792336827	2.8455897116440445	XPOT;TACC3;EIF4B
Insulin secretion_Homo sapiens_hsa04911	2/85	0.1251195122923078051346834627111093141138553619384765625	0.62856577031079485795572736606118269264698028564453125	0.1383842910833838757422853404932538978755474090576171875	0.66470209058978724225852374729583971202373504638671875	-1.3150089334905166	2.73322752678171	ADCYAP1;INS
Salivary secretion_Homo sapiens_hsa04970	2/89	0.1347919784312703317397108548902906477451324462890625	0.62856577031079485795572736606118269264698028564453125	0.1487157207398447089641280172145343385636806488037109375	0.66470209058978724225852374729583971202373504638671875	-1.1993934049714057	2.403611477213212	ADRB1;CALM2
Hematopoietic cell lineage_Homo sapiens_hsa04640	2/88	0.1323580228978314676790972725939354859292507171630859375	0.62856577031079485795572736606118269264698028564453125	0.1461176652316657775809716213188949041068553924560546875	0.66470209058978724225852374729583971202373504638671875	-1.1729678020539307	2.3720279600914025	IL3;CSF2
Choline metabolism in cancer_Homo sapiens_hsa05231	2/101	0.1647129221374260821253443509704084135591983795166015625	0.62856577031079485795572736606118269264698028564453125	0.1805667585552485354671858885922119952738285064697265625	0.66470209058978724225852374729583971202373504638671875	-1.2355798458311869	2.228431496642818	SLC22A4;SLC22A5
Protein digestion and absorption_Homo sapiens_hsa04974	2/90	0.137236036967696317656617566171917133033275604248046875	0.62856577031079485795572736606118269264698028564453125	0.151323427661728182602729475547675974667072296142578125	0.66470209058978724225852374729583971202373504638671875	-1.0320833154461333	2.049772100969738	COL14A1;COL11A2
Rap1 signaling pathway_Homo sapiens_hsa04015	3/211	0.1948873388861465105748038695310242474079132080078125	0.62856577031079485795572736606118269264698028564453125	0.2161232846311791078175446045861463062465190887451171875	0.66470209058978724225852374729583971202373504638671875	-1.2326630008173736	2.0158152679295815	RAPGEF6;CALM2;INS
Pyrimidine metabolism_Homo sapiens_hsa00240	2/105	0.1749341482640054679098540191262145526707172393798828125	0.62856577031079485795572736606118269264698028564453125	0.19141301133861687855386435330729000270366668701171875	0.66470209058978724225852374729583971202373504638671875	-1.0524234342370715	1.8347378386727253	NME2;NME1
Ras signaling pathway_Homo sapiens_hsa04014	3/227	0.22466149454718886691040324876667000353336334228515625	0.62856577031079485795572736606118269264698028564453125	0.2480743928207479187530992703614174388349056243896484375	0.66470209058978724225852374729583971202373504638671875	-1.1291504363675204	1.6860028056462348	RASGRF1;CALM2;INS
Sphingolipid signaling pathway_Homo sapiens_hsa04071	2/120	0.214034695601075519721945283890818245708942413330078125	0.62856577031079485795572736606118269264698028564453125	0.2327598124220582043175653552680159918963909149169921875	0.66470209058978724225852374729583971202373504638671875	-0.9282224532268224	1.4309636511689203	SGPL1;ABCC1
FoxO signaling pathway_Homo sapiens_hsa04068	2/133	0.248527188563626488804203518157009966671466827392578125	0.62856577031079485795572736606118269264698028564453125	0.269057832840395694251611757863429374992847442626953125	0.66470209058978724225852374729583971202373504638671875	-0.8859303537041374	1.2333949216543958	HOMER3;INS
Oxidative phosphorylation_Homo sapiens_hsa00190	2/133	0.248527188563626488804203518157009966671466827392578125	0.62856577031079485795572736606118269264698028564453125	0.269057832840395694251611757863429374992847442626953125	0.66470209058978724225852374729583971202373504638671875	-0.8436512558903079	1.1745338336267903	NDUFA13;SDHB
Apoptosis_Homo sapiens_hsa04210	2/140	0.2671927409185297364047073642723262310028076171875	0.62856577031079485795572736606118269264698028564453125	0.2886357717826337765387734179967083036899566650390625	0.66470209058978724225852374729583971202373504638671875	-0.8817207983963173	1.1636818882405153	IL3;CTSO
Insulin signaling pathway_Homo sapiens_hsa04910	2/139	0.26452515906689466618217920768074691295623779296875	0.62856577031079485795572736606118269264698028564453125	0.285840513502895021691330157409538514912128448486328125	0.66470209058978724225852374729583971202373504638671875	-0.7641213461403125	1.0161430178188082	CALM2;INS
Parkinson's disease_Homo sapiens_hsa05012	2/142	0.272527709557814912244566585286520421504974365234375	0.62856577031079485795572736606118269264698028564453125	0.294223388687187947798662435161531902849674224853515625	0.66470209058978724225852374729583971202373504638671875	-0.715810913050417	0.9305649123884057	NDUFA13;SDHB
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	2/148	0.288521429122718886528531356816529296338558197021484375	0.62856577031079485795572736606118269264698028564453125	0.3109531342720515123545510505209676921367645263671875	0.66470209058978724225852374729583971202373504638671875	-0.6600811923075278	0.8204716268215794	ADRB1;CALM2
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060	3/265	0.298164638686826133362473001398029737174510955810546875	0.62856577031079485795572736606118269264698028564453125	0.326308299016804637115996001739404164254665374755859375	0.66470209058978724225852374729583971202373504638671875	-0.6726722049655868	0.8140070028933573	IL3;CNTF;CSF2
Calcium signaling pathway_Homo sapiens_hsa04020	2/180	0.372601648476409808008469326523481868207454681396484375	0.66157984253381096895196833429508842527866363525390625	0.398382426624781960100563082960434257984161376953125	0.686529073290482738656237415852956473827362060546875	-0.521053840086098	0.5144080049912302	ADRB1;CALM2
Purine metabolism_Homo sapiens_hsa00230	2/176	0.362267880333519032287625805111019872128963470458984375	0.66157984253381096895196833429508842527866363525390625	0.387684104548515762189708766527473926544189453125	0.686529073290482738656237415852956473827362060546875	-0.4734849924978088	0.48076309125538447	NME2;NME1
Metabolic pathways_Homo sapiens_hsa01100	10/1239	0.4017036910859441700694105747970752418041229248046875	0.66157984253381096895196833429508842527866363525390625	0.466209952509629099726140566417598165571689605712890625	0.686529073290482738656237415852956473827362060546875	-0.49678188822136465	0.45308522606471946	NDUFA13;SGPL1;GALNT13;TDO2;P4HA2;NME2;PNPLA3;PIPOX;SDHB;NME1
Huntington's disease_Homo sapiens_hsa05016	2/193	0.40570254844737452248892850548145361244678497314453125	0.66157984253381096895196833429508842527866363525390625	0.4325609515192267995331576457829214632511138916015625	0.686529073290482738656237415852956473827362060546875	-0.36360777576124026	0.32802331067064666	NDUFA13;SDHB
cAMP signaling pathway_Homo sapiens_hsa04024	2/199	0.42070160521412158782794676881167106330394744873046875	0.66157984253381096895196833429508842527866363525390625	0.4480024412250711574046135865501128137111663818359375	0.686529073290482738656237415852956473827362060546875	-0.2902983673778004	0.2513494629821784	ADRB1;CALM2
Proteoglycans in cancer_Homo sapiens_hsa05205	2/203	0.430594439427496478156598413988831453025341033935546875	0.66157984253381096895196833429508842527866363525390625	0.45817115436288113894391926805838011205196380615234375	0.686529073290482738656237415852956473827362060546875	-0.27916587755878	0.23522198808410613	IGF2;EIF4B
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	3/341	0.446069090933303435964063510255073197185993194580078125	0.66157984253381096895196833429508842527866363525390625	0.481050519552001898393456258418154902756214141845703125	0.686529073290482738656237415852956473827362060546875	-0.27809704500785115	0.22450257921418168	IL3;EIF4B;INS
Focal adhesion_Homo sapiens_hsa04510	2/202	0.42812945570701110842293246605549938976764678955078125	0.66157984253381096895196833429508842527866363525390625	0.45563862420562217803166049634455703198909759521484375	0.686529073290482738656237415852956473827362060546875	-0.26240353810388223	0.2226047049260757	RASGRF1;PARVB
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	1/39	0.2457902749765611127852338313459767960011959075927734375	0.62856577031079485795572736606118269264698028564453125	0.260754840806638521488736159881227649748325347900390625	0.66470209058978724225852374729583971202373504638671875	-0.04142077254280222	0.058124802827202955	INS
Olfactory transduction_Homo sapiens_hsa04740	1/415	0.95170356820232304695394986993051134049892425537109375	0.95170356820232304695394986993051134049892425537109375	0.96042664192054483240923445919179357588291168212890625	0.96042664192054483240923445919179357588291168212890625	0.6733772359942429	-0.03333329813763355	CALM2
MicroRNAs in cancer_Homo sapiens_hsa05206	1/297	0.884932250458585034635916599654592573642730712890625	0.89305089495820511036328070986201055347919464111328125	0.899071442305452439569535272312350571155548095703125	0.90731980416146573720226342629757709801197052001953125	0.7004290346882686	-0.08562338003905817	ABCC1
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	1/64	0.370732897356893797979893179217469878494739532470703125	0.66157984253381096895196833429508842527866363525390625	0.388495251232329030788292811848805285990238189697265625	0.686529073290482738656237415852956473827362060546875	0.10701900796797345	-0.10619211799186658	INS
Endocytosis_Homo sapiens_hsa04144	1/259	0.8479835695359252412117712083272635936737060546875	0.863686968971775659298373284400440752506256103515625	0.8640302555045720200865844162763096392154693603515625	0.88003081579169373238613616194925270974636077880859375	0.6641637611246786	-0.10951663179632494	ADRB1
MAPK signaling pathway_Homo sapiens_hsa04010	1/255	0.843466556981474990806191271985881030559539794921875	0.863686968971775659298373284400440752506256103515625	0.85971085651901113511286212087725289165973663330078125	0.88003081579169373238613616194925270974636077880859375	0.6754855906871302	-0.11499130689043333	RASGRF1
HTLV-I infection_Homo sapiens_hsa05166	1/258	0.84686660014894721282274758777930401265621185302734375	0.863686968971775659298373284400440752506256103515625	0.86296279935255471027488738400279544293880462646484375	0.88003081579169373238613616194925270974636077880859375	0.7048772702550045	-0.11715912682476902	CSF2
Glioma_Homo sapiens_hsa05214	1/65	0.375278165362514737335430936582270078361034393310546875	0.66157984253381096895196833429508842527866363525390625	0.39312653898593818979634306742809712886810302734375	0.686529073290482738656237415852956473827362060546875	0.12379494371673955	-0.12132990830555268	CALM2
Gastric acid secretion_Homo sapiens_hsa04971	1/74	0.414745897911025895865577695076353847980499267578125	0.66157984253381096895196833429508842527866363525390625	0.43328902704222205244377619237639009952545166015625	0.686529073290482738656237415852956473827362060546875	0.14546952367378987	-0.1280261626016534	CALM2
Regulation of actin cytoskeleton_Homo sapiens_hsa04810	1/214	0.7887467056397483577967477685888297855854034423828125	0.8263060725749744594992307611391879618167877197265625	0.80690225044164842760352485129260458052158355712890625	0.84532616712934594005446342634968459606170654296875	0.6512555868101226	-0.15454949054166836	INS
Aldosterone synthesis and secretion_Homo sapiens_hsa04925	1/81	0.44372232007504275319575981484376825392246246337890625	0.66157984253381096895196833429508842527866363525390625	0.46271263834921050328574665400083176791667938232421875	0.686529073290482738656237415852956473827362060546875	0.20526068434049663	-0.1667858657816421	CALM2
Prostate cancer_Homo sapiens_hsa05215	1/89	0.47509722044750934966117483781999908387660980224609375	0.66157984253381096895196833429508842527866363525390625	0.49450691651689437922101433287025429308414459228515625	0.686529073290482738656237415852956473827362060546875	0.24132424592643978	-0.1796021483580166	INS
Amphetamine addiction_Homo sapiens_hsa05031	1/67	0.384271119723867460304944643212365917861461639404296875	0.66157984253381096895196833429508842527866363525390625	0.40228610959078314746051319161779247224330902099609375	0.686529073290482738656237415852956473827362060546875	0.20153723208239482	-0.1927516063389542	CALM2
Long-term potentiation_Homo sapiens_hsa04720	1/66	0.379790828728075735565283821415505371987819671630859375	0.66157984253381096895196833429508842527866363525390625	0.39772340813806772441552084274007938802242279052734375	0.686529073290482738656237415852956473827362060546875	0.20083038998376213	-0.19443085500464707	CALM2
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	1/98	0.5082975640839773046053551297518424689769744873046875	0.66157984253381096895196833429508842527866363525390625	0.528071838114062330760134500451385974884033203125	0.686529073290482738656237415852956473827362060546875	0.29701238994626444	-0.20098479343684025	CALM2
GnRH signaling pathway_Homo sapiens_hsa04912	1/91	0.4826623411162727084189327797503210604190826416015625	0.66157984253381096895196833429508842527866363525390625	0.502162509193683437302979655214585363864898681640625	0.686529073290482738656237415852956473827362060546875	0.29504933253327553	-0.21492513286325313	CALM2
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914	1/98	0.5082975640839773046053551297518424689769744873046875	0.66157984253381096895196833429508842527866363525390625	0.528071838114062330760134500451385974884033203125	0.686529073290482738656237415852956473827362060546875	0.32598058212818737	-0.22058722861799823	INS
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	2/277	0.59532682025614425125326079069054685533046722412109375	0.6751128889502666652333573438227176666259765625	0.62546093249211887066252302247448824346065521240234375	0.70465179710505754240301712343352846801280975341796875	0.4258411384323715	-0.2208602692885008	C5AR1;ADRB1
Longevity regulating pathway - mammal_Homo sapiens_hsa04211	1/94	0.493807468865347376496544029578217305243015289306640625	0.66157984253381096895196833429508842527866363525390625	0.51343306627827745014513993737637065351009368896484375	0.686529073290482738656237415852956473827362060546875	0.3156170770990723	-0.22270243223467764	INS
Tuberculosis_Homo sapiens_hsa05152	1/178	0.72527436841880310591790248508914373815059661865234375	0.767117120442964761650728178210556507110595703125	0.74477488931526625304258004689472727477550506591796875	0.78774267139114695357449136281502433121204376220703125	0.7048832238047813	-0.22641219671827112	CALM2
Circadian entrainment_Homo sapiens_hsa04713	1/95	0.497469265532596072176829693489708006381988525390625	0.66157984253381096895196833429508842527866363525390625	0.51713399157685502327552740098326466977596282958984375	0.686529073290482738656237415852956473827362060546875	0.34654229926096763	-0.241963284736637	CALM2
Dilated cardiomyopathy_Homo sapiens_hsa05414	1/90	0.478893413501582154712110650507383979856967926025390625	0.66157984253381096895196833429508842527866363525390625	0.498349040913807106445432282271212898194789886474609375	0.686529073290482738656237415852956473827362060546875	0.3425025439623336	-0.2521768226644569	ADRB1
Gap junction_Homo sapiens_hsa04540	1/88	0.471273566057716475352634688533726148307323455810546875	0.66157984253381096895196833429508842527866363525390625	0.490635924840192638729519103435450233519077301025390625	0.686529073290482738656237415852956473827362060546875	0.33640336192667863	-0.25308181124395684	ADRB1
Estrogen signaling pathway_Homo sapiens_hsa04915	1/99	0.51185525431834688614429751396528445184230804443359375	0.66157984253381096895196833429508842527866363525390625	0.5316634797748085450308508370653726160526275634765625	0.686529073290482738656237415852956473827362060546875	0.38605691674552983	-0.2585474904311279	CALM2
Oxytocin signaling pathway_Homo sapiens_hsa04921	1/158	0.6821692991372467762545284131192602217197418212890625	0.7285303194669625614920960288145579397678375244140625	0.7021810413013331864107158253318630158901214599609375	0.74990208294317139969820118494681082665920257568359375	0.6947984256687486	-0.265744704226132	CALM2
Rheumatoid arthritis_Homo sapiens_hsa05323	1/90	0.478893413501582154712110650507383979856967926025390625	0.66157984253381096895196833429508842527866363525390625	0.498349040913807106445432282271212898194789886474609375	0.686529073290482738656237415852956473827362060546875	0.3729425128008612	-0.27458907845356767	CSF2
Glycerolipid metabolism_Homo sapiens_hsa00561	1/59	0.3475092423494381410620235328678973019123077392578125	0.66157984253381096895196833429508842527866363525390625	0.364813624527064062075254469164065085351467132568359375	0.686529073290482738656237415852956473827362060546875	0.26500898134237216	-0.280104957630833	PNPLA3
Phosphatidylinositol signaling system_Homo sapiens_hsa04070	1/98	0.5082975640839773046053551297518424689769744873046875	0.66157984253381096895196833429508842527866363525390625	0.528071838114062330760134500451385974884033203125	0.686529073290482738656237415852956473827362060546875	0.41516612385983354	-0.2809380364941632	CALM2
Phospholipase D signaling pathway_Homo sapiens_hsa04072	1/144	0.6480625980555727583265479552210308611392974853515625	0.70581075035755447277807661521364934742450714111328125	0.668291402381488541806220382568426430225372314453125	0.72784212140558157688730034351465292274951934814453125	0.6519715158030774	-0.2828043709206481	INS
Antigen processing and presentation_Homo sapiens_hsa04612	1/77	0.427343486260251592678827137206098996102809906005859375	0.66157984253381096895196833429508842527866363525390625	0.44608783421817033154610498968395404517650604248046875	0.686529073290482738656237415852956473827362060546875	0.33362089518323856	-0.28363353286211795	HSPA4
Phagosome_Homo sapiens_hsa04145	1/154	0.67277423287332116519365854401257820427417755126953125	0.7255408393731894722833430932951159775257110595703125	0.69286116168264244574714894042699597775936126708984375	0.7472032135793202911600019433535635471343994140625	0.718014126586805	-0.28458164603934377	MBL2
Insulin resistance_Homo sapiens_hsa04931	1/109	0.54605581145625403660659458182635717093944549560546875	0.6714181466273938525546327582560479640960693359375	0.5661366159532328357073538427357561886310577392578125	0.6959868506073056959593259307439438998699188232421875	0.4711483783966835	-0.2850608302259699	INS
Phototransduction_Homo sapiens_hsa04744	1/27	0.1773550713472233641976316675936686806380748748779296875	0.62856577031079485795572736606118269264698028564453125	0.1904744893018419649166617091395892202854156494140625	0.66470209058978724225852374729583971202373504638671875	0.16550192655004983	-0.28625238091634697	CALM2
Melanogenesis_Homo sapiens_hsa04916	1/100	0.5153873805245812178554842830635607242584228515625	0.66157984253381096895196833429508842527866363525390625	0.5352282989068177787572722081677056849002838134765625	0.686529073290482738656237415852956473827362060546875	0.4338952388471715	-0.2876015866805116	CALM2
TNF signaling pathway_Homo sapiens_hsa04668	1/110	0.54934211996786774800938246698933653533458709716796875	0.6714181466273938525546327582560479640960693359375	0.5694437868605228825202857478871010243892669677734375	0.6959868506073056959593259307439438998699188232421875	0.48161216396501566	-0.2885019946728716	CSF2
Salmonella infection_Homo sapiens_hsa05132	1/86	0.46354308280694545008060458712861873209476470947265625	0.66157984253381096895196833429508842527866363525390625	0.482806487338423073740756308325217105448246002197265625	0.686529073290482738656237415852956473827362060546875	0.38908877463744235	-0.2991532183905904	CSF2
HIF-1 signaling pathway_Homo sapiens_hsa04066	1/103	0.52583219265278369203286956690135411918163299560546875	0.66157984253381096895196833429508842527866363525390625	0.54576377885547799895249454493750818073749542236328125	0.686529073290482738656237415852956473827362060546875	0.4703076185245096	-0.3023011059095244	INS
Neurotrophin signaling pathway_Homo sapiens_hsa04722	1/120	0.58093316015194262913468037368147633969783782958984375	0.6751128889502666652333573438227176666259765625	0.6011844715668919203466202816343866288661956787109375	0.70265662771907588801667543521034531295299530029296875	0.5574170900901164	-0.3027441311253801	CALM2
Glucagon signaling pathway_Homo sapiens_hsa04922	1/101	0.518894125077202783558050214196555316448211669921875	0.66157984253381096895196833429508842527866363525390625	0.5387664919792889417493597647990100085735321044921875	0.686529073290482738656237415852956473827362060546875	0.46451450981253145	-0.3047472593000706	CALM2
Amoebiasis_Homo sapiens_hsa05146	1/100	0.5153873805245812178554842830635607242584228515625	0.66157984253381096895196833429508842527866363525390625	0.5352282989068177787572722081677056849002838134765625	0.686529073290482738656237415852956473827362060546875	0.4603517187648059	-0.3051379063287961	CSF2
Lysosome_Homo sapiens_hsa04142	1/123	0.58997429111524823941437034591217525303363800048828125	0.6751128889502666652333573438227176666259765625	0.6102507018421323703449843378621153533458709716796875	0.70265662771907588801667543521034531295299530029296875	0.5868395819377261	-0.3096613495089066	CTSO
Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	1/135	0.62424229133772701771931679104454815387725830078125	0.6866665204714996750823274851427413523197174072265625	0.64453644217875127875316820791340433061122894287109375	0.70899008639662641773071527495631016790866851806640625	0.6700093869260817	-0.3157196113226068	CSF2
Glutamatergic synapse_Homo sapiens_hsa04724	1/114	0.56225276451420846957063304216717369854450225830078125	0.67225874018003184406921945992507971823215484619140625	0.58242690714824563169571547405212186276912689208984375	0.6963799976772502287047927893581800162792205810546875	0.5580319072008734	-0.3213168766594917	HOMER3
Hepatitis C_Homo sapiens_hsa05160	1/133	0.61873521634375538980066266958601772785186767578125	0.6866665204714996750823274851427413523197174072265625	0.6390351167890517825043161792564205825328826904296875	0.70899008639662641773071527495631016790866851806640625	0.6765108999955204	-0.3247779038933961	IRF1
AMPK signaling pathway_Homo sapiens_hsa04152	1/124	0.59294474449045575514816164286457933485507965087890625	0.6751128889502666652333573438227176666259765625	0.613227602373011659864232569816522300243377685546875	0.70265662771907588801667543521034531295299530029296875	0.6389969945991454	-0.33397437607094793	INS
T cell receptor signaling pathway_Homo sapiens_hsa04660	1/104	0.529263874027048775161574667436070740222930908203125	0.66157984253381096895196833429508842527866363525390625	0.5492232586323861909249899326823651790618896484375	0.686529073290482738656237415852956473827362060546875	0.5259087399804153	-0.3346189835832835	CSF2
Peroxisome_Homo sapiens_hsa04146	1/83	0.451736420678334138489873339494806714355945587158203125	0.66157984253381096895196833429508842527866363525390625	0.470840459080080042664206985136843286454677581787109375	0.686529073290482738656237415852956473827362060546875	0.42211027424023745	-0.33543263487090547	PIPOX
Dopaminergic synapse_Homo sapiens_hsa04728	1/129	0.60747948042882538022269045541179366409778594970703125	0.68186472293031419322772990199155174195766448974609375	0.62778069196632391157919528268394060432910919189453125	0.70465179710505754240301712343352846801280975341796875	0.6957446292064049	-0.346784783239247	CALM2
Regulation of autophagy_Homo sapiens_hsa04140	1/39	0.2457902749765611127852338313459767960011959075927734375	0.62856577031079485795572736606118269264698028564453125	0.260754840806638521488736159881227649748325347900390625	0.66470209058978724225852374729583971202373504638671875	0.24917462339440113	-0.3496609301377914	INS
Vascular smooth muscle contraction_Homo sapiens_hsa04270	1/120	0.58093316015194262913468037368147633969783782958984375	0.6751128889502666652333573438227176666259765625	0.6011844715668919203466202816343866288661956787109375	0.70265662771907588801667543521034531295299530029296875	0.6527516159566389	-0.35452217796467667	CALM2
Carbon metabolism_Homo sapiens_hsa01200	1/113	0.559059956855209261306072221486829221248626708984375	0.67225874018003184406921945992507971823215484619140625	0.5792176011893734877133965710527263581752777099609375	0.6963799976772502287047927893581800162792205810546875	0.6163045871900715	-0.3583802264193331	SDHB
Asthma_Homo sapiens_hsa05310	1/31	0.200825679838465165349958851948031224310398101806640625	0.62856577031079485795572736606118269264698028564453125	0.214600360675721690828510190840461291372776031494140625	0.66470209058978724225852374729583971202373504638671875	0.2484445846090085	-0.39883256658209926	IL3
Vitamin digestion and absorption_Homo sapiens_hsa04977	1/24	0.1593040695643846149653910515553434379398822784423828125	0.62856577031079485795572736606118269264698028564453125	0.1719043554858995237477614637100487016141414642333984375	0.66470209058978724225852374729583971202373504638671875	0.23258016498851897	-0.4272359282502346	ABCC1
Tryptophan metabolism_Homo sapiens_hsa00380	1/40	0.25123119479335331849512158441939391195774078369140625	0.62856577031079485795572736606118269264698028564453125	0.2663336523451753645730377684230916202068328857421875	0.66470209058978724225852374729583971202373504638671875	0.3154498029351882	-0.4357565752654721	TDO2
