Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Toll-like receptor signaling pathway_Homo sapiens_hsa04620	3/106	0.1018516549072979449075404545510536991059780120849609375	0.356480792175542848809755014372058212757110595703125	0.0810858814583997056235631362142157740890979766845703125	0.289592433779998936760335936924093402922153472900390625	-0.5701236376721817	1.3022980139953166	MAPK11;MAPK12;RELA
Alcoholism_Homo sapiens_hsa05034	4/179	0.12146626937090877762503993153586634434759616851806640625	0.39364068777609328986244463521870784461498260498046875	0.09073465227394594823095985702821053564548492431640625	0.31134439505765765243694431774201802909374237060546875	-0.5743463326310915	1.2107902286409793	HDAC10;HIST2H2AB;HIST2H2BE;HIST2H2AC
TNF signaling pathway_Homo sapiens_hsa04668	3/110	0.11062254725939497934650290744684753008186817169189453125	0.37228741866142545102746908014523796737194061279296875	0.0881392753723811706034751978222629986703395843505859375	0.308487463803334083234375384563463740050792694091796875	-0.5415099807126468	1.192205348556999	MAPK11;MAPK12;RELA
MAPK signaling pathway_Homo sapiens_hsa04010	5/255	0.133353599294174618439257073987391777336597442626953125	0.40941894520141330904294818537891842424869537353515625	0.0943017843665993338309050386669696308672428131103515625	0.31137381630480909233682496051187627017498016357421875	-0.5720421154315425	1.1525224454941707	MAPK11;DAXX;PLA2G4B;MAPK12;RELA
HTLV-I infection_Homo sapiens_hsa05166	5/258	0.1380828413444008528898621079861186444759368896484375	0.4166292626770715656903121271170675754547119140625	0.09785334788388135029979508772157714702188968658447265625	0.3118592887348741182762523749261163175106048583984375	-0.5191410637308368	1.0278481574688108	KAT5;NFYB;RELA;HLA-DQA1;HLA-DRB1
Hepatitis C_Homo sapiens_hsa05160	3/133	0.165999912717628539393643904986674897372722625732421875	0.48360666790249562385639592321240343153476715087890625	0.1332759572656543045621191367899882607161998748779296875	0.388435348240328826019407415515161119401454925537109375	-0.32405474563909725	0.5819271477888303	MAPK11;MAPK12;RELA
Spliceosome_Homo sapiens_hsa03040	3/134	0.1685714670974413353921050884309806860983371734619140625	0.48360666790249562385639592321240343153476715087890625	0.1353974642437717756937587409993284381926059722900390625	0.388435348240328826019407415515161119401454925537109375	-0.31763645468076834	0.5655185088428174	SF3B4;HNRNPA3;HNRNPK
Ras signaling pathway_Homo sapiens_hsa04014	4/227	0.218786803240043570273343220833339728415012359619140625	0.5714580681642928983166029865969903767108917236328125	0.168240323480836562186624405512702651321887969970703125	0.45295471706379075715886983743985183537006378173828125	-0.3014560489750632	0.45810995313482006	PLA2G4B;GAB2;RHOA;RELA
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550	3/142	0.1895425332428538334195167180951102636754512786865234375	0.51480987277668244228578942056628875434398651123046875	0.1527833058722717629596132837832556106150150299072265625	0.422660025256913429725358355426578782498836517333984375	-0.25732919833464996	0.42797495378295913	MAPK11;SETDB1;MAPK12
Oxytocin signaling pathway_Homo sapiens_hsa04921	3/158	0.233236889490383625389569033359293825924396514892578125	0.5830922237259590357183469677693210542201995849609375	0.189495713547965183298771307818242348730564117431640625	0.48060507059266532881025568713084794580936431884765625	-0.16765804882094537	0.24405993044637306	PLCB4;PLA2G4B;RHOA
Phagosome_Homo sapiens_hsa04145	3/154	0.2221307777352387324842908356004045344889163970947265625	0.57166008975980553419304897033725865185260772705078125	0.1801014897525519964371909509281977079808712005615234375	0.463496480980832348262055120358127169311046600341796875	-0.09818996602896464	0.14772572199986592	ITGA5;HLA-DQA1;HLA-DRB1
Olfactory transduction_Homo sapiens_hsa04740	2/415	0.935408274294360353451338596642017364501953125	0.935408274294360353451338596642017364501953125	0.9078467502864258076300529864965938031673431396484375	0.9078467502864258076300529864965938031673431396484375	2.1766334304465778	-0.1453385766271676	OR4E2;OR10G2
Chronic myeloid leukemia_Homo sapiens_hsa05220	2/73	0.1799223481600250862388890027432353235781192779541015625	0.499784300444514106853688417686498723924160003662109375	0.15457280923681404605218858705484308302402496337890625	0.422660025256913429725358355426578782498836517333984375	0.09269000252143836	-0.1589846656358097	GAB2;RELA
Calcium signaling pathway_Homo sapiens_hsa04020	3/180	0.29572301533367462145207582580042071640491485595703125	0.601761949806896012660217820666730403900146484375	0.2431569674903635569496174184678238816559314727783203125	0.518916407404944823866799197276122868061065673828125	0.1595376541867956	-0.19436983277252015	PLCB4;ITPKA;ORAI1
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	3/180	0.29572301533367462145207582580042071640491485595703125	0.601761949806896012660217820666730403900146484375	0.2431569674903635569496174184678238816559314727783203125	0.518916407404944823866799197276122868061065673828125	0.2524809712163573	-0.3076056521183862	TAF15;PROM1;RELA
Inositol phosphate metabolism_Homo sapiens_hsa00562	2/71	0.172379161874366138018643823670572601258754730224609375	0.486554085935710867172332427799119614064693450927734375	0.1480770736743923510214671068752068094909191131591796875	0.41795948214546230214949673609226010739803314208984375	0.17834228066323765	-0.31353621572811335	PLCB4;ITPKA
Long-term depression_Homo sapiens_hsa04730	2/60	0.1320306275479430080377341027997317723929882049560546875	0.40941894520141330904294818537891842424869537353515625	0.11354034734738231715578393732357653789222240447998046875	0.3425786342377914461820864744368009269237518310546875	0.15893464518729114	-0.3217983703875686	PLCB4;PLA2G4B
Rheumatoid arthritis_Homo sapiens_hsa05323	2/90	0.24551748618617030839317294521606527268886566162109375	0.58916239338348119769506183729390613734722137451171875	0.211617460412304281280881923521519638597965240478515625	0.518916407404944823866799197276122868061065673828125	0.25839985124891707	-0.36289341966265504	HLA-DQA1;HLA-DRB1
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	2/93	0.25724059603018056829881743396981619298458099365234375	0.58916239338348119769506183729390613734722137451171875	0.221922184860978088938310293087852187454700469970703125	0.518916407404944823866799197276122868061065673828125	0.26820087845076396	-0.36414798887007266	PLA2G4B;GAB2
Hematopoietic cell lineage_Homo sapiens_hsa04640	2/88	0.23771340693481046724144789550337009131908416748046875	0.5859133269519976039418907021172344684600830078125	0.204776508711818905350554587130318395793437957763671875	0.5119412717795472911319620834547095000743865966796875	0.25957671148172323	-0.37293113672632483	ITGA5;HLA-DRB1
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	2/78	0.1989839187463794123456040097153163515031337738037109375	0.527608875463884796630509299575351178646087646484375	0.1710450388133909205290450472602969966828823089599609375	0.453528512005203221502114274699124507606029510498046875	0.24480921438532655	-0.39525213128111075	ITGA5;RHOA
RNA transport_Homo sapiens_hsa03013	1/172	0.83992700605238457267631702052312903106212615966796875	0.84475417275383513082687159112538211047649383544921875	0.806276144179044695903257888858206570148468017578125	0.81090991512260235385411988318082876503467559814453125	2.3288336505318585	-0.40624241381436094	EIF4EBP3
Chemokine signaling pathway_Homo sapiens_hsa04062	3/187	0.315883423717095102034591036499477922916412353515625	0.61757497323974763769882656561094336211681365966796875	0.260766516846218987524252952425740659236907958984375	0.53062954009405027822054989883326925337314605712890625	0.3544084083194754	-0.4084138866094106	PLCB4;RHOA;RELA
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141	1/169	0.834706563460948292032526296679861843585968017578125	0.84435635032176847847296130566974170506000518798828125	0.8006132280464755002213905754615552723407745361328125	0.8098688723013480750267945040832273662090301513671875	2.291822207613737	-0.4140750619264805	MAN1B1
Huntington's disease_Homo sapiens_hsa05016	3/193	0.333188584202250392962696423637680709362030029296875	0.62383258039932043548247975195408798754215240478515625	0.275999561044482977223424313706345856189727783203125	0.5428978284340482129977090153261087834835052490234375	0.38027341328453335	-0.41793821349120946	PLCB4;COX6A1;POLR2J
mRNA surveillance pathway_Homo sapiens_hsa03015	2/91	0.249423407141741326764616815125918947160243988037109375	0.58916239338348119769506183729390613734722137451171875	0.21504699591682541193193856088328175246715545654296875	0.518916407404944823866799197276122868061065673828125	0.3102695151613964	-0.4308413025289378	PPP2R3C;PAPOLB
Renin secretion_Homo sapiens_hsa04924	2/64	0.1464477175135160125218902749111293815076351165771484375	0.434378823133310165705012195758172310888767242431640625	0.1258415444269964655887861226801760494709014892578125	0.373258818215667476092534116105525754392147064208984375	0.2650031877621501	-0.5090941236520915	PLCB4;ORAI1
Glycerophospholipid metabolism_Homo sapiens_hsa00564	2/95	0.26506180741116180943350855159224011003971099853515625	0.58916239338348119769506183729390613734722137451171875	0.2288162740511073545146558672058745287358760833740234375	0.518916407404944823866799197276122868061065673828125	0.3882400437192402	-0.5155021191235717	PLA2G4B;CRLS1
Amoebiasis_Homo sapiens_hsa05146	2/100	0.2846092031124307641931636680965311825275421142578125	0.59997152984250579077496468016761355102062225341796875	0.246114638940630958696687002884573303163051605224609375	0.518916407404944823866799197276122868061065673828125	0.4322206703387642	-0.5431450297453159	PLCB4;RELA
Pancreatic secretion_Homo sapiens_hsa04972	2/96	0.268972792195439291962344441344612278044223785400390625	0.58916239338348119769506183729390613734722137451171875	0.2322694594671790013773460259471903555095195770263671875	0.518916407404944823866799197276122868061065673828125	0.42251621788407406	-0.5548250795312997	PLCB4;RHOA
Phosphatidylinositol signaling system_Homo sapiens_hsa04070	2/98	0.27679334263557586748305539003922604024410247802734375	0.59071749952714369680251138561288826167583465576171875	0.2391862746097952185930779478439944796264171600341796875	0.518916407404944823866799197276122868061065673828125	0.4437045480858777	-0.5699314400867755	PLCB4;ITPKA
Hepatitis B_Homo sapiens_hsa05161	1/146	0.78863176447594940388086115490295924246311187744140625	0.80238696967029732309839573645149357616901397705078125	0.75142920062535001335390916210599243640899658203125	0.76453552389207135586701724605518393218517303466796875	2.4222458068374326	-0.5751762644370668	RELA
Staphylococcus aureus infection_Homo sapiens_hsa05150	2/56	0.117971184951130181328693424802622757852077484130859375	0.3895274974801468115259694968699477612972259521484375	0.10158370615431804029338280770389246754348278045654296875	0.317449081732243898468226461773156188428401947021484375	0.2750449479506235	-0.5878576598319414	HLA-DQA1;HLA-DRB1
cAMP signaling pathway_Homo sapiens_hsa04024	3/199	0.35047937692456254676898197431000880897045135498046875	0.62585603022243307957950264608371071517467498779296875	0.2913296808617982236455645761452615261077880859375	0.5428978284340482129977090153261087834835052490234375	0.5626783537964888	-0.5899420406029229	ORAI1;RHOA;RELA
Viral myocarditis_Homo sapiens_hsa05416	2/59	0.1284800572373182292462701070689945481717586517333984375	0.40880018211873980771287051538820378482341766357421875	0.11051724475316045126493946781920385546982288360595703125	0.33930733038251015276642874596291221678256988525390625	0.29441016508946644	-0.6041242366963193	HLA-DQA1;HLA-DRB1
Tight junction_Homo sapiens_hsa04530	1/139	0.77222054429424746846422067392268218100070953369140625	0.790284182757270858843412497662939131259918212890625	0.7342157871176215877540016663260757923126220703125	0.75139042541277067943639167424407787621021270751953125	2.350580918487096	-0.6075901217206651	RHOA
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120	1/137	0.7673029059625158243562736970488913357257843017578125	0.7898706384908251720844418741762638092041015625	0.7290856113244268410511494948877952992916107177734375	0.75052930577514531673699593739002011716365814208984375	2.3741317431456954	-0.6288448989554719	CDC34
Regulation of actin cytoskeleton_Homo sapiens_hsa04810	3/214	0.393432166277279116162191030525718815624713897705078125	0.64704589627224307069042197326780296862125396728515625	0.32989608866872044412588138584396801888942718505859375	0.57160213383194136138598651086795143783092498779296875	0.6759879841662249	-0.6305931004827995	ARHGEF12;ITGA5;RHOA
Measles_Homo sapiens_hsa05162	1/136	0.76480460607644717985209581456729210913181304931640625	0.7898706384908251720844418741762638092041015625	0.72648407638918632844848843888030387461185455322265625	0.75052930577514531673699593739002011716365814208984375	2.37968939357458	-0.638077764901966	RELA
Allograft rejection_Homo sapiens_hsa05330	2/38	0.060778040198646916814073648538396810181438922882080078125	0.28137224204239241753811029411735944449901580810546875	0.053264154655141816852026437345557496882975101470947265625	0.221933977729757592189940851312712766230106353759765625	0.23722804235079734	-0.6643634751785767	HLA-DQA1;HLA-DRB1
Serotonergic synapse_Homo sapiens_hsa04726	2/112	0.33123407613538147220566543182940222322940826416015625	0.62383258039932043548247975195408798754215240478515625	0.28777901804070238345190091422409750521183013916015625	0.5428978284340482129977090153261087834835052490234375	0.624080423213351	-0.6895651663450603	PLCB4;PLA2G4B
Glutamatergic synapse_Homo sapiens_hsa04724	2/114	0.338933900426654333148945852371980436146259307861328125	0.6242389479836527588219041717820800840854644775390625	0.294715964007054742612723430283949710428714752197265625	0.5428978284340482129977090153261087834835052490234375	0.6403569017064263	-0.6928342616112375	PLCB4;PLA2G4B
Oxidative phosphorylation_Homo sapiens_hsa00190	1/133	0.7571484044713316929886559591977857053279876708984375	0.7886962546576372634632434710511006414890289306640625	0.7185309540060040855991019270732067525386810302734375	0.74846974375625430209169053341611288487911224365234375	2.496706538471416	-0.6945737768300245	COX6A1
Oocyte meiosis_Homo sapiens_hsa04114	2/123	0.3732177258961828503203150830813683569431304931640625	0.63917771403329315393904153097537346184253692626953125	0.325803620083315037536664249273599125444889068603515625	0.57160213383194136138598651086795143783092498779296875	0.7126243480400591	-0.7023577928893102	CPEB1;MAPK12
Lysosome_Homo sapiens_hsa04142	1/123	0.72979116656202902557737388633540831506252288818359375	0.76475122244524007530941389632062055170536041259765625	0.69034003479985706075439111373270861804485321044921875	0.72341021610763467375448954044259153306484222412109375	2.395613041385041	-0.754610583341807	AP3B2
Carbon metabolism_Homo sapiens_hsa01200	2/113	0.335087214614492145958735136446193791925907135009765625	0.62383258039932043548247975195408798754215240478515625	0.291248363217062600227791335782967507839202880859375	0.5428978284340482129977090153261087834835052490234375	0.6939226871510388	-0.7587103894820043	PC;AMT
Endocytosis_Homo sapiens_hsa04144	3/259	0.5163837869130871727207932053715921938419342041015625	0.6954892532235137370122401989647187292575836181640625	0.44434697363299502370637128478847444057464599609375	0.62128984162955946946027552257874049246311187744140625	1.1549424916458721	-0.7633072869312437	RAB10;SNX32;RHOA
Autoimmune thyroid disease_Homo sapiens_hsa05320	2/53	0.10769581533133538997493161559759755618870258331298828125	0.369544464372229264359503986270283348858356475830078125	0.092868188895995629206225885354797355830669403076171875	0.31137381630480909233682496051187627017498016357421875	0.34355845092910686	-0.765600957729517	HLA-DQA1;HLA-DRB1
